Postcode,Installation_2001,Output_2001,Installation_2002,Output_2002,Installation_2003,Output_2003,Installation_2004,Output_2004,Installation_2005,Output_2005,Installation_2006,Output_2006,Installation_2007,Output_2007,Installation_2008,Output_2008,Installation_2009,Output_2009,Installation_2010,Output_2010,Installation_2011,Output_2011,Installation_2012,Output_2012,Installation_2013,Output_2013,Installation_2014,Output_2014,Installation_2015,Output_2015,Installation_2016,Output_2016,Installation_2017,Output_2017,Installation_2018,Output_2018,Installation_2019,Output_2019,Installation_2020,Output_2020,Installation_2021,Output_2021,Installation_Total,Output_Total
2453,0,0,0,0,0,0,6,6.8,1,1.6,0,0,2,2.075,16,18.79,24,30.037,56,160.25,43,133.679,45,136.53,29,120.715,34,160.25,45,190.09,31,154.72,34,149.8,46,309.75,45,265.82,58,383.135,10,64.88,525,2288.921
2454,0,0,0,0,1,0.48,4,2.24,5,2.455,4,3.57,8,14.21,57,75.17,97,112.544,182,494.242,169,469.545,105,339.681,68,227.037,87,252.87,73,285.54,83,378.515,126,814.44,121,785.175,151,1116.725,176,1166.615,41,291.66,1558,6832.714
2455,0,0,0,0,0,0,1,0.72,0,0,0,0,1,1.98,4,6.31,20,30.502,63,148.87,41,111.895,40,90.81,38,92.545,34,119.4,29,84.91,24,199.975,32,121.24,47,249.575,58,401.32,82,519.515,29,205.02,543,2384.587
2456,0,0,0,0,0,0,2,0.64,0,0,3,3.13,1,0.66,9,14.685,48,63.959,221,526.847,279,807.878,269,657.437,151,396.595,185,603.065,110,364.913,126,535.865,168,943.105,266,1526.48,322,2181.19,430,2764.1,124,884.155,2714,12274.704
2460,0,0,0,0,4,4.48,3,2.85,1,0.08,0,0,6,12.005,14,19.229,56,92.751,585,1582.702,463,1347.558,369,1123.399,317,1253.187,332,1588,306,1554.7,199,971.185,404,2590.95,586,3675.411,606,4236.42,709,5220.65,246,1968.59,5206,27244.147
2462,0,0,0,0,2,2.72,2,3.84,1,2.24,3,3.74,6,5.71,6,4.574,15,19.89,52,111.975,57,170.582,37,99.783,33,141.09,35,99.36,25,101.86,27,121.875,38,200.21,47,272.81,43,334.06,63,429.68,23,165.72,515,2291.719
2463,0,0,0,0,1,0.08,1,0.08,1,1.76,0,0,2,2.553,5,7.08,20,23.12,130,358.985,125,370.506,106,266.61,77,273.775,100,461.745,85,387.515,62,268.605,99,546.432,166,927.32,232,1491.015,303,2301.995,74,578.76,1589,8267.936
2464,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,2,0.25,182,197.642,164,332.775,152,352.159,100,232.715,69,285.675,82,379.405,43,134.59,51,287.08,88,665.385,106,699.34,163,1104.265,207,1342.745,54,479.475,1464,6494.161
2465,0,0,0,0,0,0,1,1.575,0,0,1,1.92,0,0,0,0,0,0,4,7.63,3,6.06,5,11.895,2,8.92,3,10,0,0,1,3.06,2,10.98,3,38.04,7,41.225,11,171.39,2,17.87,45,330.565
2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02,40,79.145,37,77.175,56,115.565,21,122.17,26,125.18,9,63.125,8,25.84,29,145.805,44,242.255,68,410.01,73,575.76,14,108.18,426,2091.23
2469,0,0,0,0,0,0,0,0,2,0.48,1,0.99,2,2.85,12,20.402,17,26.265,61,161.66,54,184.704,75,217.636,54,166.85,40,136.82,40,134.725,48,186.03,69,372.03,90,606.995,84,513.455,103,693.6,39,268.24,791,3693.732
2470,0,0,0,0,0,0,2,2.56,0,0,0,0,2,2.625,6,10.24,40,47.525,266,630.39,289,716.945,220,631.467,163,616.72,160,851.95,143,631.725,111,691.83,298,1759.75,318,2196.48,359,2463.24,467,3256.825,153,1125.555,2997,15635.827
2471,0,0,0,0,0,0,1,0.98,1,1.98,0,0,1,1,0,0,7,7.32,40,103.39,45,117.07,63,166.996,42,112.86,17,162.345,29,122.92,14,66.75,36,195.86,66,386.23,71,551.955,59,412.39,19,127.175,511,2537.221
2472,0,0,0,0,1,0.64,0,0,0,0,0,0,1,1,4,6.425,26,33.545,48,121.195,76,168.79,41,113.466,25,91.32,18,80.745,16,65.06,14,50.265,36,172.39,35,223.04,36,247.06,51,348.585,18,124.875,446,1848.401
2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.8,131,257.095,138,295.76,45,150.785,37,112.135,36,151.36,13,51.06,12,59.045,53,204.45,41,246.865,50,320.94,75,497.445,25,168.13,666,2525.87
2474,0,0,0,0,1,2.4,1,1.96,0,0,0,0,7,7.472,19,28.989,80,85.725,99,250.605,137,371.092,109,283.309,118,367.878,108,393.765,70,253.335,95,378.655,120,618.195,131,827.612,129,855.266,192,1468.11,63,511.57,1479,6705.938
2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,0,0,1,2.28,3,14.9,10,41.315,4,19,6,20.62,2,14.14,1,5.98,3,14.22,4,19.78,8,85.235,1,6.6,44,245.15
2476,0,0,0,0,0,0,0,0,0,0,1,2.56,0,0,1,0.16,2,3.21,7,22.69,4,38.58,11,28.895,11,40.255,7,22.95,6,32.05,4,19,4,19.04,16,103.527,8,53.61,8,90,3,27.5,93,504.027
2477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46.7,124,141.485,360,825.91,352,931.449,228,502.233,150,442.675,151,613.77,104,421.875,83,486.61,190,1013.405,304,1954.7,279,2084.262,358,2632.91,119,885.27,2836,12983.254
2478,0,0,0,0,0,0,0,0,1,2.14,1,0.9,4,5.415,19,23.245,118,136.825,749,1743.575,736,1760.97,465,1184.365,264,795.635,334,1338.66,232,866.235,317,1436.06,554,2864.385,569,3567.88,768,5296.674,852,6038.22,254,1911.975,6237,28973.159
2479,0,0,0,0,0,0,0,0,0,0,1,2.1,1,1.04,6,5.78,79,84.02,109,331.105,103,313.054,62,205.031,68,309.711,63,270.276,52,329.88,53,291.32,104,627.568,126,889.007,149,1229.995,147,1209.235,53,464.345,1176,6563.467
2480,0,0,0,0,3,3.55,8,5.62,2,2.215,1,0.492,24,28.365,145,184.063,441,507.3,932,2432.398,1122,2939.823,689,1668.881,506,1851.681,529,2092.592,321,1595.632,262,1307.673,660,3906.1,802,5421.665,1029,7284.286,1306,9920.09,403,2985.305,9185,44137.731
2481,0,0,0,0,1,1.2,0,0,0,0,2,9.1,6,7.87,16,20.52,118,134.28,237,702.915,248,664.23,117,356.399,132,563.483,156,757.773,135,684.095,114,843.685,221,1554.71,237,1855.214,305,2692.625,338,3021.345,120,948.465,2503,14817.909
2482,0,0,0,0,2,2.968,0,0,0,0,1,0.99,6,12.15,81,107.753,172,185.815,162,385.705,139,395.45,98,275.739,74,259.885,76,387.255,87,370.093,75,332.495,114,670.556,135,918.846,179,1543.175,182,1481.585,49,478.03,1632,7808.49
2483,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,12,16.56,106,119.25,328,702.675,247,530.01,117,291.43,145,490.08,138,560.855,110,485.53,88,427.77,183,912.228,221,1301.308,257,1756.105,323,2331.71,109,874.85,2385,10801.261
2484,0,0,0,0,1,1.12,0,0,2,2.29,2,2.045,13,15.006,36,49.662,176,233.09,493,1164.79,489,1137.973,221,599.253,307,1242.363,268,1165.124,215,1033.437,174,783.589,361,2255.66,383,2652.465,464,3582.655,424,3533.73,172,1388.17,4201,20842.422
2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.075,49,57.18,340,612.265,339,645.704,116,256.26,105,402.175,104,387.067,79,326.545,111,657.695,178,970.82,159,1221.043,242,1581.305,265,1878.585,88,644.025,2176,9641.744
2486,0,0,1,2.7,0,0,1,1.65,0,0,0,0,3,3.65,4,3.49,131,151.062,920,1879.535,1270,2427.675,368,869.725,433,1478.485,413,1619.08,251,1302.68,298,1454.515,584,3095.755,478,2923.475,748,5258.655,936,6911.015,298,2437.455,7137,31820.602
2487,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,5,5.075,49,52.45,385,775.195,295,641.986,115,317.195,151,591.226,117,466.926,147,659.734,130,825.955,242,1605.807,303,2287.824,378,3035.195,424,3514.85,150,1231.025,2892,16011.343
2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,18,22.35,90,189.355,84,176.16,29,126.615,31,96.795,32,128.64,23,96.61,24,85.965,51,256.825,59,368.805,82,569.535,76,557.16,36,250.43,636,2928.045
2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28,30.26,183,378,227,468.575,92,219.047,105,302.415,117,433.945,75,274.235,58,248.455,149,860.88,171,1224.23,220,1583.88,240,1753.04,63,451.41,1729,8229.372
2490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.67,17,40.33,15,32.49,6,18.12,15,54.6,12,43.83,2,10.75,5,21.84,15,83.255,15,87.225,20,121.39,21,158.345,7,45.33,155,725.175
2500,0,0,0,0,0,0,0,0,0,0,0,0,1,1.86,5,5.617,12,13.31,154,341.423,193,524.354,171,410.325,106,381.685,90,388.258,75,466.211,64,343.44,95,705.793,123,1187.363,195,2161.425,265,2195.02,109,864.755,1658,9990.839
2502,0,0,0,0,0,0,0,0,1,1.28,0,0,0,0,0,0,11,15.83,71,140.332,79,175.57,134,293.9,54,155.91,36,137.005,39,137.23,17,254.14,34,218.125,71,435.56,113,798.05,153,1111.36,70,489.625,883,4363.917
2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,4,5.82,32,60.665,46,104.775,48,107.295,13,42.79,15,35.9,17,125.962,10,134.18,25,251.7,22,210.505,38,287.55,75,524.82,30,217.82,376,2110.832
2506,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,1,1.67,6,6.32,43,92.28,46,99.885,66,171.205,20,42.235,29,105.09,23,75.3,13,59.48,22,127.946,41,225.075,70,535.105,98,699.31,50,395.7,529,2637.501
2508,0,0,0,0,0,0,0,0,0,0,0,0,3,6.48,2,3.7,26,29.57,90,173.328,66,154.515,69,169.397,32,79.01,29,125.282,45,149.911,29,266.373,43,256.225,50,374.141,99,681.037,131,1035.55,46,343.145,760,3847.664
2515,0,0,0,0,0,0,0,0,0,0,0,0,3,3.922,3,3.62,21,24.31,149,310.163,139,325.314,103,252.956,60,155.795,71,242.729,65,250.961,45,269.66,70,335.94,88,485.475,125,919.64,171,1149.11,67,459.28,1180,5188.875
2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.078,5,8.44,60,123.2,63,170.455,51,133.85,34,128.35,27,95.598,25,93.027,22,105.529,31,138.295,40,242.783,91,654.879,106,979.073,51,421.81,614,3305.367
2517,0,0,0,0,0,0,1,0.08,0,0,1,5.94,0,0,3,4.032,6,9.56,118,238.954,145,320.43,111,241.43,52,150.37,53,191.913,40,164.043,30,111.393,64,340.812,81,574.87,147,1057.8,212,1463.635,75,534.795,1139,5410.057
2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.04,15,19.08,140,288.783,173,393.611,167,354.015,57,164.736,67,243.186,56,296.9,39,173.035,87,442.391,111,673.69,185,1311.315,245,1780.935,88,680.86,1431,6824.577
2519,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,3,5.16,9,10.355,124,272.835,110,268.045,134,353.915,65,184.18,75,394.153,54,243.044,41,267.68,56,360.77,81,626.215,150,1207.63,217,1762.445,91,696.52,1211,6653.997
2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.04,1,1.98,0,0,1,3,2,41.82,0,0,0,0,0,0,0,0,1,29.7,0,0,0,0,6,79.54
2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.01,9,15.504,113,240.429,93,202.104,101,226.205,41,153.39,43,132.429,45,253.715,33,238.54,72,341.857,100,586.802,139,959.665,235,1687.695,96,709.55,1122,5749.895
2526,0,0,0,0,0,0,1,0.13,0,0,0,0,1,1.8,4,4.2,10,17.56,180,358.75,118,292.884,167,443.325,99,407.7,77,531.74,51,498.609,45,378.26,76,651.425,139,1257.06,212,2065.974,281,2574.875,129,1013.06,1590,10497.352
2527,1,0.36,0,0,0,0,2,2.88,1,2.56,0,0,0,0,5,5.79,16,22.445,203,449.613,254,564.602,300,710.55,150,473.68,112,453.145,92,465.037,72,433.902,127,769.527,293,1951.085,468,3333.285,623,4802.535,228,1796.285,2947,16237.281
2528,0,0,0,0,0,0,1,0.125,0,0,0,0,0,0,2,5.16,15,16.6,226,406.793,258,573.588,247,564.785,114,307.815,78,245.323,68,318.555,55,284.789,91,567.125,162,1027.029,211,1505.28,275,1979.66,123,823.865,1926,8626.492
2529,0,0,0,0,0,0,0,0,1,1.2,0,0,0,0,3,3.99,20,27.14,272,600.293,316,772.142,271,656.546,149,456.67,117,455.975,103,443.668,75,359.069,133,749.695,271,1735.02,355,2520.83,526,3798.27,210,1648.635,2822,14229.143
2530,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,3,3.72,20,34.09,392,805.366,362,793.208,445,1014.302,208,601.284,188,759.235,142,507.053,134,532.914,218,1223.992,417,2743.502,640,4459.915,839,6069.154,290,2122.06,4299,21669.955
2533,0,0,0,0,1,2.25,1,0.64,0,0,0,0,2,3.12,11,18.674,38,49.817,199,427.897,241,579.444,178,429.215,103,300.555,84,292.985,51,233.648,61,260.724,108,539.939,184,1134.42,298,2273.247,374,3051.405,147,1078.775,2081,10676.755
2534,0,0,0,0,1,2.56,0,0,0,0,0,0,3,3.25,2,2.22,10,11.195,61,125.148,134,282.625,64,147.894,50,274.187,32,105.079,41,186.17,22,107.595,41,216.721,51,470.82,82,609.865,108,867.56,45,340,747,3752.889
2535,0,0,0,0,0,0,0,0,0,0,0,0,3,4.35,8,12.453,16,33.71,148,395.954,121,339.309,80,212.48,64,225.32,80,444.276,50,177.954,61,255.757,75,397.453,143,904.085,156,1064.44,209,1642.665,77,625.95,1291,6736.156
2536,0,0,0,0,1,1.5,1,1.44,2,2.06,4,4.79,4,3.925,10,12.195,41,51.115,271,556.93,260,691.881,208,510.835,150,468.227,132,692.24,121,816.953,139,646.982,202,970.436,326,2086.079,278,2136.959,365,2545.59,163,1164.51,2678,13364.647
2537,1,1.44,0,0,0,0,3,4.5,3,4.36,3,4.14,8,8.475,17,24.772,68,88.4,243,491.289,181,452.703,100,276.911,137,620.887,106,437.96,102,411.005,104,435.135,148,701.84,240,1492.395,237,1484.3,288,1970.6,104,743.06,2093,9654.172
2538,0,0,0,0,1,0.8,0,0,1,0.48,2,2.02,1,1.7,1,1.02,10,22.49,54,105.155,47,142.715,22,59.705,16,44.41,21,80.54,15,54.695,14,54.05,22,111.345,39,219.855,44,418.52,77,533.445,21,161.49,408,2014.435
2539,0,0,0,0,1,2.04,0,0,3,6,1,0.93,4,6.75,5,6.9,40,77.237,355,735.048,339,776.811,238,615.492,143,414.55,125,383.345,90,369.63,102,481.735,133,586.75,219,1306.19,345,2211.6,615,4322.885,230,1746.055,2988,14049.948
2540,0,0,0,0,1,1.44,2,2.62,2,1.06,2,2.33,7,10.525,16,28.234,58,85.05,752,1595.128,844,1826.391,600,1514.3,314,1033.79,307,1102.01,250,1059.408,198,858.835,393,1952.422,603,3763.848,977,6723.41,1040,7753.075,468,3670.51,6834,32984.386
2541,0,0,0,0,0,0,0,0,0,0,2,2.57,1,1.05,0,0,31,62.35,274,632.923,313,720.344,253,610.54,135,558.42,163,730.273,133,706.513,89,572.89,181,987.248,324,2182.46,470,3607.685,433,3646.205,192,1595.79,2994,16617.261
2545,0,0,0,0,0,0,1,0.8,0,0,1,1.65,2,3.76,5,6.533,7,9.01,18,38.09,30,98.165,10,20.095,10,45.535,8,52.425,22,93.895,15,62.87,17,72.33,16,92.73,14,83.55,22,136.66,8,48.17,206,866.268
2546,0,0,0,0,0,0,6,4.165,2,2.2,3,3.57,5,7.872,11,17.085,56,78.41,190,367.929,205,532.267,119,328.563,98,286.883,69,432.57,78,355.488,41,178.715,111,540.57,135,861.38,157,954.835,163,1235.265,72,452.26,1521,6640.027
2548,0,0,0,0,0,0,0,0,0,0,0,0,8,10.02,15,18.84,46,55.5,110,232.82,82,211.449,60,145.55,88,376.53,77,326.069,77,311.74,82,309.435,98,396.705,101,570.505,133,826.055,134,856.09,47,270.02,1158,4917.328
2549,0,0,0,0,0,0,0,0,0,0,2,1.63,9,9.235,11,21.12,43,63.21,51,120.83,68,192.314,34,101.84,35,106.6,41,162.6,35,166.005,34,145.79,55,290.025,46,379.64,56,381.555,79,573.615,32,221.64,631,2937.649
2550,0,0,0,0,4,3.332,9,8.412,8,6.84,12,13.09,32,37.236,51,60.089,224,281.71,438,805.998,282,953.045,136,397.916,194,603.619,182,776.735,184,802.355,148,583.995,215,902.08,201,1302.235,226,1431.195,379,2602.53,126,896.935,3051,12469.347
2551,0,0,0,0,0,0,1,0.26,0,0,0,0,2,2.97,3,4.95,14,13.38,37,84.39,28,60.38,22,53.415,46,154.985,62,385.4,39,154.175,21,60.12,48,215.645,30,251.69,45,286.545,73,385.2,23,160.84,494,2274.345
2552,0,0,0,0,0,0,0,0,1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56
2555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98,1,2.09,0,0,0,0,0,0,0,0,1,40.56,1,4.86,0,0,0,0,0,0,4,49.49
2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65,5,7.28,22,85.179,20,53.24,22,71.71,7,27.29,14,109.7,6,32.005,7,91.3,9,89.335,14,135.83,8,110.955,14,217.355,8,77.97,157,1110.799
2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.04,19,63.86,40,112.97,41,128.025,26,94.68,61,258.325,54,277.835,51,227.305,77,580.455,132,845.06,323,2352.215,518,4039.035,195,1600.925,1542,10585.73
2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.04,26,30.06,108,199.905,167,319.325,180,368.835,57,153.31,53,186.665,56,213.905,35,141,59,306.376,84,570.952,133,842.375,188,1297.75,112,755.005,1260,5387.503
2559,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4,0,0,0,0,2,6.62,5,11.574,6,12.42,5,11.54,1,8,2,9,3,21.2,2,11.16,17,106.73,42,290.905,49,353.34,17,156.45,152,1001.339
2560,0,0,0,0,0,0,0,0,1,1.4,0,0,2,3.06,15,15.172,116,151.735,732,1380.706,1059,2105.528,848,1984.368,301,1149.033,404,1448.815,315,1307.628,217,1223.82,387,2182.815,496,2976.68,828,6009.895,1306,10103.76,613,4683.89,7640,36728.305
2563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,6,9.06,0,0,0,0,0,0,1,3.6,0,0,4,122.04,2,12.27,0,0,0,0,14,151.47
2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.095,13,16.31,108,216.495,165,302.972,181,359.93,52,131.95,44,142.68,43,160.6,37,145.38,40,259.045,72,469.25,90,580.825,222,1494.425,100,651.195,1170,4934.152
2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.07,28,35.947,142,282.57,257,525.067,209,438.62,91,613.535,99,469.1,88,847.915,76,560.674,125,765.885,222,2105.82,449,3691.185,924,7245.88,343,2984.18,3055,20568.448
2566,0,0,0,0,0,0,0,0,0,0,0,0,1,1.44,5,6.132,49,61.97,256,470.613,489,931.299,381,815.47,117,566.195,184,648.76,140,966.142,136,649.145,155,787.328,226,1717.575,380,2845.39,563,4818.389,266,2026.23,3348,17312.078
2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8.505,38,48.92,355,717.185,478,981.453,377,898.915,151,696.107,272,1234.165,221,1466.552,169,1240.088,247,1683.88,413,3110.545,567,4166.069,783,6998.32,345,2832.49,4424,26083.194
2568,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54,1,1.44,2,3.09,63,115.64,16,54.32,12,33.46,6,23.56,6,34.77,10,45.095,2,15.8,4,46.462,15,124.985,21,200.445,14,113.915,4,45.84,177,859.362
2569,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05,1,1.05,4,4.14,17,45.265,25,61.45,27,68.61,8,40.67,14,74.56,18,93.86,5,26.575,11,59.135,14,121.935,29,227.29,27,243.83,8,81.74,209,1151.16
2570,0,0,0,0,1,3.36,1,0.125,1,1.92,2,4.2,3,4.92,9,9.85,58,72.875,316,727.739,410,912.174,375,914.255,146,592.535,215,897.433,209,1278.344,199,1128.42,317,2142.883,616,4503.727,973,7593.21,1351,11249.055,564,4980.61,5766,37017.635
2571,0,0,0,0,0,0,0,0,0,0,0,0,4,12.87,5,7.17,14,23.188,151,387.77,167,413.184,157,391.385,77,254.3,103,429.844,90,752.58,65,375.475,96,696.249,129,915.591,230,1729.155,293,2783.31,110,1116.465,1691,10288.536
2572,0,0,0,0,2,3.4,0,0,0,0,0,0,0,0,1,0.99,13,22.98,60,164.265,72,183.66,39,88.69,22,88.72,24,84.31,29,110.88,19,87.47,50,424.545,41,262.825,62,586.675,81,713.12,41,353.87,556,3176.4
2573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.125,9,12.813,57,116.638,51,100.876,60,151.045,16,48.13,24,73.06,19,73.435,19,111.75,39,183.2,46,269.88,64,441.54,88,749.055,46,411.695,539,2743.242
2574,0,0,0,0,1,1.92,0,0,0,0,0,0,0,0,2,2.97,7,8.76,72,156.79,93,210.115,80,225.805,29,101.36,51,190.097,39,162.02,34,199.78,52,620.66,57,462.955,130,990.13,113,1105.165,61,530.775,821,4969.302
2575,0,0,0,0,0,0,0,0,2,3,2,3.13,1,0.16,9,14.407,24,40.505,146,349.497,221,572.502,221,533.575,78,238.16,120,433.47,76,394.397,93,455.941,146,923.485,190,1498.958,248,1850.35,355,2920.325,114,929.205,2046,11161.067
2576,0,0,0,0,1,1.5,0,0,0,0,0,0,1,1.085,0,0,26,31.43,123,265.893,114,290.81,100,241.478,65,201.871,104,475.663,111,603.549,64,324.379,98,749.402,138,1104.804,176,1358.57,230,1967.195,73,625.89,1424,8243.519
2577,0,0,0,0,0,0,1,1.28,6,9.37,1,1.68,5,8.97,14,30.42,37,80.82,159,388.554,214,723.376,133,412.671,99,374.875,124,605.53,122,669.311,116,688.617,165,1124.465,214,1742.864,284,2082.18,380,3494.095,139,1167.255,2213,13606.333
2578,0,0,0,0,0,0,1,1.96,0,0,0,0,0,0,2,2.07,30,38.284,32,73.4,51,138.545,34,99.22,23,53.455,32,92.23,19,92.68,15,60.49,28,226.92,34,224.075,47,332.8,65,436.55,26,190.33,439,2063.009
2579,0,0,0,0,2,2.1,2,3.02,3,3.31,1,1.6,1,0.99,2,3.01,10,12.45,52,133.745,76,202.599,61,170.693,50,197.568,49,188.12,51,230.68,44,251.667,55,312.742,82,800.79,67,534.465,86,698.19,48,394.105,742,4141.844
2580,0,0,0,0,2,2.52,9,8.43,8,8.06,4,4.74,5,8.25,16,30.912,34,50.44,223,680.643,427,1155.542,233,694.124,192,718.72,170,742.9,164,824.761,157,926.97,225,1573.25,379,2667.941,346,2692.49,422,3399.35,195,1528.09,3211,17718.133
2581,0,0,0,0,1,1.68,0,0,0,0,1,1.32,0,0,4,6.745,3,6.27,17,98.45,36,182.965,28,104.7,45,176.018,36,129.765,23,85.99,26,174.735,32,187.231,39,258.645,41,321.235,51,400.67,23,197.99,406,2334.409
2582,0,0,0,0,1,0.7,1,1.92,3,3.25,0,0,2,2.25,7,9.454,14,23.365,134,444.354,204,740.999,86,301.835,192,882.856,158,919.711,121,658.915,103,564.514,149,948.901,212,1537.866,246,1965.765,285,2559.865,92,770.22,2010,12336.74
2583,0,0,0,0,1,1.54,0,0,0,0,2,1.3,0,0,4,3.465,15,18.59,20,72.365,38,143.355,83,287.009,70,255.952,58,197.965,32,120.29,36,163.4,103,502.171,92,755.905,58,462.465,60,403.315,18,150.66,690,3539.747
2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,1,3.15,2,14.29,3,13.701,10,28.91,9,29.925,26,128.35,4,22.22,7,38.765,10,70.024,10,68.325,20,157.25,4,26.58,107,603.19
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.2,5,38.42,2,12.035,1,1.5,3,10.5,2,11,0,0,3,36.705,1,3.72,2,18.38,0,0,0,0,20,142.46
2586,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4,3,3.555,11,18.65,14,42.21,25,93.14,45,136.12,44,182.535,77,304.263,43,178.745,22,110.11,43,225.22,60,426.415,60,456.93,59,459.735,17,125.46,524,2764.488
2587,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,1,2.4,0,0,21,81.41,25,118.91,37,104.56,50,186.898,82,395.785,30,221.355,15,75.09,41,214.099,34,200.485,75,530.515,93,833.405,19,160.38,524,3126.792
2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.44,12,81.44,6,35.5,6,23.64,7,29.4,7,25.3,4,17.4,3,12,3,33.4,6,30.295,12,65.13,6,40.56,2,19.98,75,415.485
2590,0,0,0,0,0,0,1,0.64,0,0,0,0,3,3.81,5,9.065,11,18.4,42,188.6,47,260.83,96,307.295,133,474.438,74,436.475,63,303.74,34,199.44,63,308.07,87,679.235,150,970.935,187,1203.725,112,555.38,1108,5920.078
2594,0,0,0,0,0,0,1,1.5,0,0,0,0,1,1.55,5,11.75,42,53.205,80,312.19,137,555.425,117,427.785,169,682.85,133,666.675,83,508.71,58,435.535,104,814.41,141,995.765,181,1534.255,230,2032.62,82,702.025,1564,9736.25
2600,0,0,0,0,0,0,0,0,0,0,1,1.51,3,4.2,10,24.84,13,29.407,40,93.505,112,377.259,47,123.68,32,189.875,17,69.02,16,172.2,26,194.88,35,871.001,54,866.472,75,1256.585,99,1156.975,31,544.435,611,5975.844
2601,0,0,0,0,0,0,1,0.7,0,0,0,0,0,0,0,0,0,0,2,31.5,0,0,1,28.56,1,10,0,0,1,100,4,182.715,4,225.675,4,154.73,1,71.6,6,402.815,3,97.06,28,1305.355
2602,0,0,0,0,0,0,0,0,0,0,2,2.49,7,14.955,43,66.979,87,140.095,206,440.09,455,1214.136,71,207.031,192,845.518,92,328.394,104,476.631,78,481.801,136,819.121,220,1331.119,205,1511.885,323,2420.24,142,1147.995,2363,11448.48
2603,0,0,0,0,0,0,0,0,0,0,2,3.85,0,0,7,15.875,8,12.125,36,139.99,104,336.642,14,95.67,42,232.15,30,137.779,14,95.619,16,179.68,55,435.064,46,699.811,75,707.515,92,1148.543,42,617.79,583,4858.103
2604,0,0,0,0,0,0,0,0,0,0,0,0,2,3.5,4,5.763,10,19.3,34,66.815,78,166.534,14,52.792,37,185.6,13,34.36,22,91.53,16,82.625,21,199.08,65,503.59,142,808.425,51,484.225,26,233.09,535,2937.229
2605,0,0,0,0,1,1.5,0,0,0,0,0,0,2,2.91,12,24.722,38,73.251,94,221.36,221,605.61,26,85.954,53,239.535,36,137.216,30,127.85,29,225.3,71,388.265,80,492.258,107,900.645,103,856.67,50,441.89,953,4824.936
2606,0,0,0,0,0,0,0,0,0,0,0,0,2,7.44,5,7.183,21,32.86,52,125.885,125,347.167,64,157.18,62,174.028,30,209.445,13,181.696,28,369.82,31,160.556,55,382.595,64,567.575,75,759.05,31,274.86,658,3757.34
2607,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4,11,17.194,30,46.376,90,208.24,280,731.572,46,203.568,105,476.972,53,219.576,40,198.744,32,159.21,60,362.936,97,678.597,106,791.78,163,1437.28,58,480.41,1172,6013.855
2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.2,15,209.178,0,0,2,9.68,4,60.25,8,197.28,13,179.26,14,283.865,24,991.59,37,1350.15,22,956.31,3,75.68,144,4317.443
