Small Generation Unit (SGU) - Solar Panel (Deemed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be aware that RET legislation allows a 12 month creation period for registered persons to create their certificates. The 2021 and 2020 figures will continue to rise due to the 12 month creation period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 31/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2019) - Installations Quantity,Previous Years (2001-2019) - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
1875,1,1.610,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1,1.61
1885,5,13.290,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,5,13.29
1890,4,11.380,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,5,18.04
2000,44,933.996,0,0.000,1,77.600,1,71.200,0,0.000,0,0.000,0,0.000,1,77.760,1,4.950,0,0.000,0,0.000,0,0.000,2,58.680,0,0.000,0.000,0.000,0.000,0.000,1.000,64.800,0,0.000,51,1288.986
2007,20,190.690,0,0.000,0,0.000,1,55.500,1,7.700,3,84.700,0,0.000,1,3.150,0,0.000,1,12.480,0,0.000,1,2.960,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,28,357.18
2008,65,636.059,1,2.275,1,3.500,2,6.430,0,0.000,0,0.000,3,14.900,2,8.240,2,17.805,0,0.000,0,0.000,0,0.000,1,9.620,1,4.895,2.000,14.120,0.000,0.000,2.000,7.750,0,0.000,82,725.594
2009,16,317.670,1,30.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,17,348.48
2010,146,952.579,0,0.000,4,35.720,1,8.875,0,0.000,1,2.800,2,15.090,1,11.900,1,9.900,2,8.750,3,27.225,2,17.860,4,37.750,3,15.760,2.000,12.690,4.000,37.370,2.000,28.800,2,8.880,180,1231.949
2011,36,422.119,0,0.000,0,0.000,1,10.150,0,0.000,0,0.000,1,5.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,40.700,1,12.580,0.000,0.000,1.000,8.000,1.000,7.770,2,29.350,44,535.919
2015,198,"2,162.552",0,0.000,2,157.625,1,10.005,1,4.095,5,41.960,0,0.000,1,99.000,4,44.445,0,0.000,1,7.400,0,0.000,9,161.510,0,0.000,7.000,310.580,5.000,333.620,4.000,118.760,3,16.440,241,3467.992
2016,111,563.379,1,6.600,2,12.710,2,9.090,1,3.300,2,34.370,0,0.000,1,1.500,0,0.000,4,23.480,1,9.570,3,13.695,3,46.620,0,0.000,0.000,0.000,0.000,0.000,1.000,35.040,0,0.000,132,759.354
2017,62,855.705,0,0.000,1,27.720,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,2,22.830,1,6.600,0,0.000,1,10.250,4,51.060,0,0.000,0.000,0.000,0.000,0.000,1.000,6.630,0,0.000,73,987.095
2018,301,"1,359.432",3,32.340,6,40.405,5,38.770,2,14.300,3,20.870,2,13.200,6,76.800,2,13.250,4,34.145,4,38.340,6,45.720,11,159.680,3,25.310,5.000,48.770,10.000,69.450,10.000,46.470,6,42.370,389,2119.622
2019,286,"2,320.825",2,11.850,6,61.790,5,30.000,5,30.555,1,8.250,9,238.090,5,192.070,3,18.920,0,0.000,5,36.300,7,157.060,3,31.930,3,25.160,8.000,156.300,9.000,67.190,15.000,80.570,3,18.810,375,3485.67
2020,270,"1,660.562",5,47.300,1,6.600,8,51.150,1,99.630,4,118.415,2,13.200,8,52.605,5,123.470,8,63.770,6,31.530,7,58.030,4,24.730,7,36.735,7.000,70.920,4.000,41.070,14.000,65.090,2,6.660,363,2571.467
2021,169,850.186,2,9.540,2,8.400,5,36.290,4,20.025,6,26.925,4,23.760,3,18.980,4,18.275,3,12.770,4,24.470,2,41.450,3,20.500,1,22.200,3.000,19.505,6.000,48.950,5.000,109.845,1,2.400,227,1314.471
2022,217,"1,055.294",1,10.500,4,23.985,4,28.050,2,14.400,3,21.405,2,13.410,2,11.910,4,16.345,5,31.530,5,29.910,5,30.880,4,32.795,4,26.140,2.000,19.550,7.000,42.230,4.000,24.330,4,25.500,279,1458.164
2023,194,"1,235.480",0,0.000,2,17.600,1,1.950,2,44.185,7,64.545,5,43.280,3,47.290,4,50.450,3,31.360,3,30.400,1,6.120,7,74.340,2,19.290,6.000,54.080,4.000,24.765,1.000,6.660,2,26.730,247,1778.525
2024,313,"1,862.773",2,14.940,1,7.350,3,16.320,3,19.470,5,26.690,6,46.130,5,36.445,5,37.800,5,28.650,3,21.170,7,46.910,5,95.050,2,15.390,4.000,33.750,5.000,43.860,8.000,53.720,2,13.320,384,2419.738
2025,105,510.825,1,9.100,3,18.580,3,15.480,2,16.335,1,7.850,1,10.560,1,9.100,1,4.440,0,0.000,0,0.000,2,14.620,4,35.090,1,7.400,2.000,17.890,3.000,25.140,0.000,0.000,0,0.000,130,702.41
2026,431,"1,780.195",3,24.565,10,59.990,8,42.805,4,23.290,4,22.490,11,89.080,6,110.240,9,61.230,8,62.105,8,56.460,16,115.635,4,33.830,10,80.220,12.000,81.065,9.000,58.690,15.000,122.620,3,23.200,571,2847.71
2027,65,455.264,1,3.900,1,3.780,2,11.800,2,5.250,0,0.000,2,16.210,1,6.175,0,0.000,1,19.240,0,0.000,0,0.000,1,9.720,1,3.285,0.000,0.000,1.000,8.140,0.000,0.000,0,0.000,78,542.764
2028,48,289.820,0,0.000,0,0.000,1,9.800,3,21.500,0,0.000,1,11.050,0,0.000,0,0.000,1,6.600,1,32.400,1,6.290,1,13.140,0,0.000,1.000,14.800,2.000,21.250,3.000,69.360,0,0.000,63,496.01
2029,132,694.719,2,17.200,5,32.465,2,14.940,2,25.900,2,19.050,1,7.700,0,0.000,5,50.510,1,6.600,3,34.140,3,18.660,5,60.560,1,6.660,5.000,35.760,4.000,43.290,4.000,31.930,1,8.510,178,1108.594
2030,329,"1,876.342",3,19.360,6,64.985,8,98.100,6,50.080,8,58.280,8,117.610,8,52.475,4,33.465,7,48.560,5,57.815,7,69.610,12,106.935,7,74.370,1.000,6.320,8.000,72.465,3.000,32.880,5,30.340,435,2869.992
2031,545,"2,684.987",4,30.960,3,22.550,12,64.795,15,106.120,6,35.250,6,107.500,10,61.475,8,51.075,10,78.980,6,65.750,16,107.275,10,67.015,16,124.715,12.000,98.820,9.000,72.150,7.000,65.745,5,36.200,700,3881.362
2032,303,"1,329.070",3,13.875,3,22.260,5,30.250,4,25.080,4,26.610,1,6.600,0,0.000,4,34.470,6,43.835,3,21.490,7,57.170,5,36.200,3,22.200,6.000,40.240,9.000,67.190,3.000,22.200,2,13.290,371,1812.03
2033,160,880.472,2,17.160,1,6.600,3,32.220,3,20.805,1,4.740,0,0.000,2,19.850,5,35.010,2,12.520,1,7.920,3,24.470,3,28.000,4,56.490,5.000,39.480,2.000,13.200,2.000,19.470,4,35.890,203,1254.297
2034,365,"1,582.236",3,18.300,7,43.145,3,20.570,6,35.610,3,14.670,7,48.685,7,61.130,3,22.130,11,114.365,2,13.160,11,89.285,5,36.015,5,37.000,9.000,74.245,8.000,65.720,13.000,104.520,2,11.440,470,2392.226
2035,874,"3,488.836",6,50.280,17,105.570,11,73.815,13,77.745,16,218.100,11,68.875,16,265.730,9,56.000,18,132.535,19,140.775,19,154.185,18,174.815,14,129.090,31.000,236.310,21.000,173.470,20.000,165.590,4,33.670,1137,5745.391
2036,903,"3,956.080",10,56.690,4,25.130,9,70.100,12,81.305,9,162.815,10,78.490,10,84.030,16,188.070,20,162.955,22,205.530,23,204.770,28,217.760,24,152.250,25.000,187.190,35.000,229.990,28.000,177.760,12,96.690,1200,6337.605
2037,227,974.985,3,14.030,2,8.700,3,20.415,2,10.050,1,5.280,1,3.150,1,8.280,5,38.740,2,11.450,2,12.800,3,39.040,4,35.860,3,21.220,5.000,42.540,6.000,45.610,3.000,25.390,6,27.180,279,1344.72
2038,281,"1,072.674",0,0.000,5,30.660,1,3.780,3,14.015,7,43.240,3,15.670,4,24.310,3,14.310,9,46.425,8,51.120,7,47.520,1,6.200,2,12.720,8.000,41.720,2.000,9.990,1.000,5.250,4,19.550,349,1459.154
2039,210,830.601,0,0.000,4,17.760,2,13.215,5,28.505,0,0.000,4,24.345,2,11.700,2,11.985,2,7.110,1,4.380,6,33.930,3,64.130,1,6.600,5.000,29.870,4.000,20.475,2.000,16.650,1,5.920,254,1127.176
2040,668,"2,758.760",11,55.190,2,13.200,11,66.825,11,52.530,5,30.695,10,59.425,7,38.250,14,182.035,12,183.720,15,92.315,14,87.950,7,137.480,4,26.250,10.000,61.415,12.000,75.445,12.000,61.230,16,69.945,841,4052.66
2041,383,"1,295.641",1,5.600,7,38.790,7,33.220,5,26.570,2,12.230,4,22.760,5,25.350,3,21.270,2,12.360,5,30.610,9,57.460,8,83.610,9,69.017,6.000,34.480,7.000,41.350,4.000,13.690,7,48.600,474,1872.608
2042,430,"1,755.055",2,6.360,3,14.250,9,46.435,7,29.895,3,15.120,4,21.600,5,24.330,5,58.360,12,61.530,7,40.250,8,36.270,5,29.860,4,22.410,5.000,25.065,5.000,22.185,5.000,24.850,4,23.980,523,2257.805
2043,106,477.249,0,0.000,1,5.940,1,9.300,3,12.090,0,0.000,2,33.600,2,13.200,3,16.400,3,19.940,1,5.920,1,4.810,3,16.290,0,0.000,3.000,16.530,2.000,9.570,2.000,9.915,1,6.660,134,657.414
2044,333,"1,547.709",1,6.600,4,22.680,3,16.980,7,44.460,3,18.440,2,13.200,4,60.815,8,54.910,3,113.490,1,5.400,3,20.350,2,22.910,5,31.310,5.000,36.260,1.000,6.660,4.000,118.825,9,40.450,398,2181.449
2045,203,"1,146.626",5,43.825,3,19.030,6,52.765,7,46.590,9,66.220,5,27.090,2,13.250,5,89.765,5,52.380,3,27.570,5,43.350,6,169.545,6,42.980,5.000,69.885,5.000,30.670,5.000,39.190,2,19.240,287,1999.971
2046,675,"3,298.180",17,106.255,6,46.015,8,59.245,13,96.510,15,136.495,14,121.025,9,88.370,18,143.210,12,91.340,9,71.555,22,171.240,19,157.385,9,62.290,20.000,158.710,16.000,108.500,12.000,85.670,4,31.820,898,5033.815
2047,207,839.118,5,26.505,5,37.950,7,46.200,5,35.790,3,14.860,1,10.080,2,14.070,4,26.645,4,33.130,8,82.575,6,33.825,2,12.250,2,13.320,5.000,41.860,7.000,56.835,2.000,13.230,2,10.160,277,1348.403
2048,176,889.729,4,21.490,2,8.580,4,29.970,1,6.615,4,20.445,2,9.050,2,7.260,2,12.900,6,35.840,4,31.520,3,27.950,2,8.410,4,25.275,3.000,16.570,5.000,33.640,2.000,19.040,2,15.540,228,1219.824
2049,273,"1,124.368",2,13.930,3,19.140,4,44.005,6,44.840,4,29.445,2,15.840,3,42.400,2,10.750,7,41.340,6,35.460,4,27.735,8,49.940,5,34.200,6.000,33.750,7.000,41.020,2.000,13.970,0,0.000,344,1622.133
2050,137,"1,049.880",2,19.686,0,0.000,0,0.000,2,95.450,1,6.600,1,9.240,3,16.240,2,41.600,1,8.880,2,15.970,3,17.340,0,0.000,1,6.290,2.000,11.100,1.000,3.600,1.000,6.660,0,0.000,159,1308.536
2055,1,2.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1,2.4
2057,17,70.935,0,0.000,0,0.000,0,0.000,1,13.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,32.560,0,0.000,19,116.855
2059,3,43.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,3,43.36
2060,146,809.445,0,0.000,1,10.295,1,8.295,5,37.760,4,28.760,7,37.325,3,126.540,3,26.880,4,37.230,3,25.470,8,55.700,3,27.320,3,15.480,3.000,16.135,2.000,9.510,2.000,9.980,2,10.895,200,1293.02
2061,21,144.165,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,21,144.165
2062,123,541.344,2,9.600,1,5.325,1,6.600,3,17.320,3,15.890,2,12.015,3,22.440,1,6.600,3,15.270,3,24.220,2,15.540,1,4.745,2,17.020,1.000,6.290,6.000,32.040,1.000,6.570,0,0.000,158,758.829
2063,297,"1,576.973",3,25.770,4,43.350,8,51.280,5,48.930,4,39.450,4,37.100,3,22.270,6,67.120,6,41.430,5,47.000,10,75.035,6,42.155,8,64.300,5.000,43.475,12.000,120.870,7.000,56.950,4,28.645,397,2432.103
2064,207,"1,511.801",4,119.350,10,89.940,5,32.100,1,6.600,3,20.910,1,10.450,3,88.190,4,20.940,4,76.245,1,32.400,3,106.800,8,164.125,1,7.700,3.000,48.340,5.000,67.440,4.000,32.570,1,9.620,268,2445.521
2065,507,"2,111.447",6,69.920,4,26.940,9,73.835,5,35.440,8,53.765,4,22.490,7,42.080,6,124.340,13,109.460,11,85.585,11,61.820,8,65.030,6,54.030,12.000,89.230,15.000,162.660,10.000,103.530,6,39.065,648,3330.667
2066,"1,012","4,809.225",12,78.625,14,98.935,10,69.680,12,103.915,20,196.095,15,127.145,11,127.650,21,239.340,19,149.070,19,161.865,22,230.535,20,182.405,12,108.190,16.000,145.760,19.000,195.145,15.000,116.960,14,146.080,1283,7286.62
2067,515,"2,287.346",8,42.185,5,42.270,8,50.760,11,109.280,6,45.700,6,41.310,6,39.310,8,56.925,12,90.195,8,51.535,8,60.815,9,81.720,6,39.590,6.000,42.550,10.000,68.200,9.000,65.970,4,38.130,645,3253.791
2068,642,"2,879.056",10,78.800,12,119.445,15,88.295,17,110.745,18,144.405,12,98.950,16,119.385,10,76.400,12,105.870,12,83.960,17,137.585,20,153.760,16,135.950,19.000,149.300,21.000,170.695,16.000,101.065,8,62.140,893,4815.806
2069,558,"2,629.424",14,107.925,12,89.070,11,74.775,6,45.565,11,84.390,8,54.560,11,85.515,9,90.570,13,119.810,6,47.550,11,119.660,14,215.090,7,66.010,14.000,110.015,13.000,114.370,18.000,162.300,6,41.495,742,4258.094
2070,500,"2,258.062",13,96.780,9,64.705,14,101.960,11,94.395,15,113.500,10,77.680,7,65.380,8,63.830,8,87.665,13,125.680,10,90.670,11,179.150,18,166.990,11.000,88.280,10.000,88.615,12.000,105.350,7,51.790,687,3920.482
2071,440,"2,081.336",7,51.100,8,65.380,6,73.020,14,118.290,5,51.145,10,96.720,11,93.735,8,73.850,9,69.990,16,134.350,19,221.500,19,170.040,9,66.650,8.000,63.160,12.000,125.100,8.000,80.485,5,40.220,614,3676.071
2072,208,"1,184.812",0,0.000,2,18.170,6,49.230,3,25.100,4,26.510,7,51.695,2,18.260,5,62.960,1,11.840,3,26.520,4,33.260,7,63.210,6,38.490,2.000,19.040,3.000,27.820,5.000,46.990,2,20.350,270,1724.257
2073,626,"3,207.361",7,54.820,9,75.500,15,86.880,6,64.875,6,48.370,8,47.695,8,64.840,10,81.550,14,112.290,19,158.355,16,133.315,16,144.200,19,163.905,14.000,137.345,13.000,115.045,17.000,150.820,6,50.505,829,4897.671
2074,951,"4,118.837",9,73.850,8,60.605,15,191.035,23,178.225,17,121.280,16,120.230,21,204.070,15,121.440,12,92.590,23,213.395,29,285.250,24,280.215,19,139.370,26.000,206.020,28.000,254.560,15.000,120.520,6,48.700,1257,6830.192
2075,720,"3,275.299",8,62.380,12,85.760,18,133.630,17,155.185,16,114.705,18,213.090,15,118.030,13,95.085,23,253.690,26,195.075,36,292.240,42,377.210,18,153.005,38.000,388.555,16.000,129.250,18.000,281.295,11,93.535,1065,6417.019
2076,936,"4,562.879",6,39.670,17,105.420,16,122.855,16,140.035,14,122.760,18,135.905,13,106.520,15,115.190,17,151.925,18,145.075,27,204.875,17,154.270,19,157.720,17.000,148.160,18.000,234.230,19.000,147.700,5,48.410,1208,6843.599
2077,"1,194","5,323.576",11,80.815,19,139.840,19,134.835,21,166.195,16,123.800,11,75.310,18,148.610,16,124.490,26,228.205,24,180.020,31,223.380,30,313.500,34,258.890,34.000,313.910,28.000,239.170,16.000,137.070,13,105.080,1561,8316.696
2079,401,"1,545.237",8,56.030,5,31.905,7,48.100,10,71.645,3,18.480,4,24.930,11,81.465,9,63.640,10,82.460,4,26.265,13,87.425,9,73.270,6,55.040,14.000,110.810,9.000,68.740,9.000,64.250,5,33.095,537,2542.787
2080,130,694.085,0,0.000,1,13.200,3,112.875,2,13.200,3,23.750,1,6.600,3,111.660,2,14.300,4,28.910,3,53.280,2,15.900,0,0.000,1,6.660,2.000,12.235,0.000,0.000,3.000,29.145,1,9.900,161,1145.7
2081,459,"1,600.212",3,19.400,9,63.655,7,44.085,8,61.520,5,32.010,3,18.360,4,26.610,8,66.930,8,53.740,3,23.590,10,68.640,5,37.730,1,5.920,13.000,90.230,6.000,53.890,4.000,33.275,1,10.140,557,2309.937
2082,494,"1,999.680",5,33.660,6,39.845,7,51.880,7,44.780,6,41.400,8,50.365,4,39.770,5,37.690,6,43.030,10,80.170,7,58.980,7,57.970,3,25.530,4.000,28.170,11.000,93.540,6.000,42.820,2,13.485,598,2782.765
2083,160,632.727,2,13.425,3,22.670,2,14.300,8,58.250,1,6.500,2,35.820,3,36.750,2,14.420,1,9.100,2,39.960,4,25.440,1,6.175,1,6.660,0.000,0.000,1.000,4.800,4.000,39.970,1,10.360,198,977.327
2084,249,"1,454.742",4,49.040,2,31.350,7,55.390,1,6.930,1,10.560,3,43.070,0,0.000,2,25.140,5,33.200,8,71.395,7,88.210,3,120.940,7,61.770,3.000,28.860,3.000,44.760,3.000,20.350,2,11.840,310,2157.547
2085,733,"3,183.230",11,73.470,11,67.340,8,51.810,10,92.205,8,52.930,12,89.905,7,58.485,14,121.915,15,121.635,12,106.325,14,138.775,18,136.735,10,83.720,16.000,125.105,9.000,76.975,13.000,111.170,6,50.240,927,4741.97
2086,692,"2,670.771",7,41.010,6,39.560,10,168.345,11,80.155,15,117.030,12,122.155,14,103.360,21,155.650,14,113.880,21,192.340,11,77.140,24,180.570,16,116.735,20.000,172.180,10.000,79.020,14.000,123.495,10,70.825,928,4624.221
2087,691,"2,858.806",8,51.440,9,67.335,15,94.040,10,56.650,14,91.570,4,35.230,16,118.720,21,151.695,13,113.715,16,120.780,8,77.830,15,115.630,8,65.970,14.000,106.180,13.000,123.725,14.000,106.665,4,36.025,893,4392.006
2088,614,"3,021.237",8,73.335,7,73.050,11,79.235,17,275.485,13,132.985,14,132.180,11,79.700,13,92.540,15,122.230,14,158.965,15,141.500,20,214.890,10,111.390,11.000,84.030,11.000,94.910,9.000,85.210,3,49.230,816,5022.102
2089,73,338.096,2,15.050,1,17.955,1,5.400,2,11.880,2,10.980,1,7.875,2,16.730,2,7.920,0,0.000,3,115.080,3,16.890,5,49.830,3,33.490,1.000,3.600,0.000,0.000,1.000,6.290,0,0.000,102,657.066
2090,176,695.311,2,13.635,3,21.650,1,6.300,3,33.480,2,67.805,3,25.700,2,11.090,1,5.280,2,17.000,0,0.000,2,25.500,4,43.450,3,22.570,2.000,16.505,0.000,0.000,3.000,19.525,0,0.000,209,1024.801
2092,331,"1,545.964",2,12.820,6,50.745,6,131.070,8,78.300,10,122.240,4,37.040,11,109.510,7,61.305,7,68.865,7,52.465,9,93.295,5,40.125,3,24.740,4.000,35.430,3.000,28.490,6.000,51.060,2,13.100,431,2556.564
2093,791,"3,691.797",5,59.700,22,161.480,14,98.250,23,165.980,17,150.960,17,143.555,16,152.180,17,116.835,16,113.190,19,156.705,18,142.545,13,88.600,16,94.855,21.000,141.040,21.000,155.000,22.000,179.475,9,56.955,1077,5869.102
2094,127,440.635,3,7.260,1,2.960,5,32.840,3,19.960,4,26.320,4,27.415,1,6.480,2,14.180,5,38.440,2,13.000,5,38.505,1,35.100,1,3.630,2.000,18.000,1.000,6.570,7.000,60.870,1,6.290,175,798.455
2095,248,"1,201.114",3,24.910,5,69.090,6,33.730,5,35.670,7,55.050,2,12.420,3,19.880,1,9.990,7,39.380,4,28.785,11,93.655,4,55.355,4,28.320,4.000,28.330,7.000,55.730,4.000,31.660,1,5.280,326,1828.349
2096,448,"1,797.621",5,31.290,6,47.090,10,78.185,12,81.350,7,40.445,6,44.640,10,64.430,10,67.270,10,67.940,8,64.445,13,94.655,14,109.240,8,69.870,8.000,50.535,7.000,58.060,8.000,63.205,4,34.880,594,2865.151
2097,640,"2,394.875",6,34.920,9,60.275,11,74.440,12,85.090,11,90.860,10,63.730,10,137.060,19,129.465,17,121.780,9,65.790,15,125.340,14,95.135,6,34.860,11.000,77.030,10.000,92.920,15.000,127.410,8,57.280,833,3868.26
2099,"1,218","4,968.956",16,112.305,26,167.255,22,175.335,25,164.680,13,74.720,14,104.140,14,103.700,16,111.700,21,211.370,20,170.455,25,184.850,25,308.125,22,160.975,27.000,230.580,35.000,356.105,15.000,112.410,13,101.690,1567,7819.351
2100,996,"5,063.439",14,115.280,9,60.335,16,106.545,20,130.140,8,88.190,23,232.705,11,120.340,21,179.010,17,232.955,30,264.935,23,205.510,24,328.550,25,213.400,25.000,204.570,27.000,228.210,20.000,163.805,14,84.735,1323,8022.654
2101,718,"2,940.027",8,54.450,8,58.960,9,69.175,12,78.560,4,23.340,17,103.725,10,77.880,13,128.925,11,113.965,11,115.065,16,138.380,10,86.235,11,98.065,16.000,136.095,12.000,133.365,11.000,117.670,7,64.905,904,4538.787
2102,387,"1,667.736",4,23.800,5,37.125,8,59.030,4,22.010,9,118.565,6,56.145,7,46.175,8,69.160,10,76.700,17,114.000,8,88.880,10,88.960,5,35.710,11.000,77.160,8.000,67.090,5.000,33.300,7,43.165,519,2724.711
2103,434,"2,140.524",3,23.080,5,34.870,6,43.915,10,155.585,11,81.825,10,267.610,6,55.520,12,153.540,6,45.555,10,101.000,10,88.105,9,70.690,5,39.640,6.000,48.170,14.000,148.110,9.000,82.420,9,67.580,575,3647.739
2104,171,905.985,0,0.000,2,12.900,1,6.615,3,20.400,1,27.060,6,51.765,4,24.330,3,40.970,7,60.690,0,0.000,4,54.075,3,26.370,1,10.950,3.000,37.560,2.000,16.650,3.000,19.525,2,20.290,216,1336.135
2105,92,449.728,0,0.000,0,0.000,2,19.900,2,14.770,1,6.600,1,15.180,1,9.100,1,5.395,1,4.070,1,3.600,2,13.820,0,0.000,1,5.110,3.000,26.440,2.000,14.340,3.000,18.700,1,10.400,114,617.153
2106,301,"1,169.639",4,30.990,2,11.930,8,55.320,3,19.500,4,24.350,6,37.220,6,44.160,8,61.610,5,43.340,7,79.890,4,53.040,8,67.535,7,49.705,7.000,46.320,6.000,60.270,10.000,96.905,2,13.320,398,1965.044
2107,606,"2,659.692",4,24.230,9,97.635,9,62.400,12,83.235,13,83.890,7,63.970,12,99.280,10,77.515,9,77.080,10,76.535,21,185.640,9,82.955,8,70.160,8.000,81.840,15.000,168.205,12.000,93.415,3,26.950,777,4114.627
2108,86,358.245,2,8.660,1,6.650,3,26.790,3,20.450,1,6.600,0,0.000,1,10.560,1,5.840,1,1.980,1,6.600,5,53.420,2,19.760,2,23.680,1.000,10.230,2.000,15.995,0.000,0.000,0,0.000,112,575.46
2109,1,21.120,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,1,21.12
2110,322,"1,463.593",3,14.350,2,13.230,7,59.970,7,60.270,8,62.050,6,50.205,5,90.360,5,38.240,7,61.030,3,22.455,4,27.020,8,58.160,8,51.960,7.000,48.670,7.000,52.385,4.000,35.150,1,13.320,414,2222.418
2111,498,"2,266.187",9,187.395,7,66.275,9,53.415,8,73.540,5,43.275,5,36.608,10,75.555,10,61.470,5,41.540,7,62.720,10,103.670,17,126.460,7,55.150,9.000,79.205,8.000,69.660,8.000,73.570,4,28.750,636,3504.445
2112,965,"3,919.166",15,112.845,23,158.245,24,165.025,20,147.725,15,135.525,20,128.845,13,103.760,25,212.575,18,157.590,26,215.655,37,321.450,32,301.450,21,183.770,22.000,174.725,32.000,222.340,20.000,159.415,11,76.015,1339,6896.121
2113,698,"3,782.710",9,75.380,3,26.400,13,221.670,16,124.275,15,291.060,11,101.190,11,119.350,16,110.910,15,243.680,15,112.560,9,73.340,15,260.690,16,124.530,27.000,294.305,16.000,121.880,21.000,144.980,8,46.940,934,6275.85
2114,699,"2,694.681",5,43.740,15,94.080,19,186.350,15,106.180,8,54.830,8,65.330,4,25.615,9,56.655,20,175.075,13,146.340,15,108.980,21,212.445,18,144.340,18.000,138.180,9.000,68.710,14.000,115.545,4,34.610,914,4471.686
2115,411,"1,737.497",4,28.250,5,43.510,7,46.200,9,56.820,4,28.300,4,26.355,3,19.250,12,94.730,8,66.160,10,70.460,11,102.130,15,108.275,7,57.350,7.000,53.290,5.000,36.780,5.000,41.380,2,13.320,529,2630.057
2116,260,"1,936.008",0,0.000,4,28.130,4,34.095,3,48.465,2,16.550,5,211.060,2,16.960,8,57.860,2,33.000,2,45.660,7,43.965,3,17.900,3,46.410,9.000,64.130,2.000,13.320,5.000,40.700,5,34.795,326,2689.008
2117,740,"3,009.222",10,70.110,11,81.620,10,75.180,13,109.800,12,179.175,9,57.935,9,62.230,13,89.580,10,78.020,14,108.110,27,230.910,16,137.730,18,150.080,19.000,167.280,21.000,143.465,9.000,60.510,9,64.690,970,4875.647
2118,"1,255","4,088.228",6,40.640,13,106.675,13,92.245,21,149.390,15,119.230,18,125.390,15,106.545,31,240.365,22,187.540,19,251.440,31,235.590,31,280.655,20,169.650,31.000,234.390,20.000,166.145,23.000,201.270,8,67.420,1592,6862.808
