Small Generation Unit (SGU) - Solar Panel (Deemed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please be aware that RET legislation allows a 12 month creation period for registered persons to create their certificates. The 2021 and 2020 figures will continue to rise due to the 12 month creation period.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 31/05/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2019) - Installations Quantity,Previous Years (2001-2019) - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3683,287,"1,056.180",2,13.200,4,33.330,2,9.500,3,18.100,1,7.800,3,15.530,5,26.115,7,41.975,5,33.830,8,52.435,5,30.580,4,28.890,2,12.580,0.000,0.000,1.000,13.500,3.000,25.140,0,0.000,342,1418.685
3685,500,"2,378.886",1,6.600,7,68.540,3,22.270,5,34.020,5,39.400,5,34.110,9,52.315,7,50.355,8,68.520,11,88.680,7,59.855,13,109.195,3,22.950,3.000,17.360,9.000,56.040,3.000,23.290,0,0.000,599,3132.386
3687,185,699.131,2,9.600,1,3.780,1,6.600,0,0.000,0,0.000,0,0.000,4,15.500,0,0.000,2,13.140,1,17.600,5,40.770,1,6.660,0,0.000,2.000,12.540,2.000,11.280,2.000,17.480,0,0.000,208,854.081
3688,246,"1,019.911",3,19.400,0,0.000,2,13.090,2,13.250,4,27.105,0,0.000,3,19.510,1,6.615,4,27.600,4,40.700,3,51.720,7,54.995,1,6.660,3.000,23.250,3.000,27.920,1.000,6.660,0,0.000,287,1358.386
3689,98,349.816,0,0.000,1,7.700,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,99,357.516
3690,"3,257","15,111.785",36,228.755,47,331.000,36,363.235,40,276.790,43,318.515,87,567.490,105,777.811,83,554.235,90,909.075,71,548.210,82,714.635,80,612.515,51,410.905,59.000,388.640,58.000,506.470,36.000,254.265,16,129.365,4277,23003.696
3691,"1,429","7,222.285",18,125.480,25,202.445,15,103.155,19,148.115,20,127.640,29,215.070,32,293.935,30,265.260,32,235.420,36,272.785,35,267.975,32,228.155,20,148.795,31.000,225.695,28.000,245.225,22.000,174.960,10,71.365,1863,10573.76
3694,15,97.894,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,15,97.894
3695,81,339.843,0,0.000,1,6.400,0,0.000,2,9.710,1,9.360,0,0.000,2,22.440,1,6.600,0,0.000,1,18.720,0,0.000,2,19.140,1,6.290,1.000,13.320,0.000,0.000,0.000,0.000,0,0.000,93,451.823
3697,111,478.467,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.940,0,0.000,0,0.000,3,38.170,2,13.310,2,14.200,3,14.120,0,0.000,2.000,7.450,1.000,6.290,0.000,0.000,0,0.000,125,577.947
3698,184,621.646,2,12.710,1,6.000,2,14.780,0,0.000,0,0.000,0,0.000,3,27.830,3,16.040,0,0.000,6,32.990,3,19.500,2,8.865,3,19.530,2.000,14.370,3.000,19.920,0.000,0.000,1,6.600,215,820.781
3699,117,602.865,3,34.250,0,0.000,0,0.000,1,5.250,1,6.600,0,0.000,0,0.000,0,0.000,2,10.500,2,14.000,2,12.810,4,30.360,2,13.310,3.000,36.050,1.000,6.600,3.000,18.040,1,6.320,142,796.955
3700,235,"1,138.958",1,5.600,1,6.000,2,15.000,1,4.960,1,6.300,1,6.525,4,23.690,1,6.600,5,47.410,3,30.850,1,25.740,7,43.195,1,6.660,1.000,6.650,0.000,0.000,1.000,6.660,2,12.950,268,1393.748
3701,225,"1,173.453",1,1.240,4,45.240,1,6.600,2,13.200,2,9.900,1,3.600,1,5.940,1,6.600,5,79.170,3,37.020,2,11.220,2,46.200,1,6.660,5.000,37.150,5.000,39.160,4.000,41.600,1,6.600,266,1570.553
3704,6,18.415,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,7.770,0,0.000,1,6.660,1.000,10.920,0.000,0.000,0.000,0.000,0,0.000,9,43.765
3705,50,218.793,0,0.000,0,0.000,1,4.900,0,0.000,0,0.000,1,3.960,0,0.000,2,14.520,1,10.500,0,0.000,0,0.000,1,6.600,0,0.000,1.000,13.320,0.000,0.000,0.000,0.000,0,0.000,57,272.593
3707,351,"1,474.999",0,0.000,2,15.500,1,13.200,1,13.200,6,52.780,2,5.760,3,20.600,0,0.000,3,19.860,4,54.950,2,17.220,3,22.290,3,16.530,5.000,72.060,4.000,17.330,5.000,58.650,1,5.280,396,1880.209
3708,12,41.085,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,12,41.085
3709,78,388.513,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,2,15.780,0,0.000,0,0.000,0,0.000,1,2.700,1,1.980,0,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,6.600,0,0.000,84,422.173
3711,111,465.095,0,0.000,1,4.640,1,5.800,0,0.000,0,0.000,0,0.000,0,0.000,3,19.800,2,11.550,0,0.000,0,0.000,1,10.230,0,0.000,1.000,6.480,1.000,6.750,1.000,10.560,1,6.210,123,547.115
3712,50,254.970,0,0.000,0,0.000,0,0.000,1,5.610,1,99.990,0,0.000,0,0.000,1,6.500,1,99.990,2,14.520,0,0.000,1,4.810,0,0.000,3.000,23.680,0.000,0.000,1.000,1.980,0,0.000,61,512.05
3713,188,782.740,1,6.600,0,0.000,2,13.800,1,6.600,1,6.300,3,15.300,2,13.200,0,0.000,1,6.660,0,0.000,0,0.000,2,13.200,1,6.660,0.000,0.000,3.000,17.490,1.000,5.280,1,6.210,207,900.04
3714,538,"2,547.023",4,32.340,4,23.450,7,60.930,3,11.250,9,143.850,6,42.600,7,48.980,3,15.840,7,42.020,4,47.850,1,6.600,7,41.260,5,32.460,7.000,50.630,5.000,46.050,4.000,23.620,1,6.660,622,3223.413
3715,52,199.568,0,0.000,1,13.200,0,0.000,1,6.600,1,9.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,13.200,3,27.260,0,0.000,1.000,11.100,0.000,0.000,0.000,0.000,0,0.000,61,286.528
3717,511,"2,301.366",2,15.780,5,33.015,1,4.400,9,88.155,3,20.360,6,35.790,4,19.240,3,22.950,9,65.520,9,59.220,8,48.955,2,14.220,3,30.340,8.000,55.395,6.000,44.650,9.000,71.975,4,34.110,602,2965.441
3718,18,91.330,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,19,97.93
3719,87,434.340,0,0.000,0,0.000,3,19.250,2,9.900,1,3.960,0,0.000,2,14.670,1,6.600,2,24.840,0,0.000,1,3.960,2,11.440,0,0.000,1.000,6.600,2.000,13.260,0.000,0.000,0,0.000,104,548.82
3720,135,727.217,1,6.600,4,27.320,0,0.000,2,12.950,1,5.230,0,0.000,0,0.000,1,6.600,3,39.750,4,106.150,1,6.840,0,0.000,0,0.000,3.000,19.550,1.000,8.880,1.000,14.800,1,7.400,158,989.287
3722,789,"4,384.856",3,18.840,5,37.965,13,84.570,13,165.300,9,106.930,12,101.025,9,80.290,10,85.700,17,119.220,21,186.240,14,117.680,15,157.290,3,16.460,10.000,74.775,10.000,92.340,3.000,23.820,4,30.130,960,5883.431
3723,495,"2,221.962",6,35.670,4,29.490,4,25.210,5,95.335,4,52.720,8,53.760,7,73.220,7,63.600,10,100.685,11,91.180,6,50.230,10,110.550,2,16.650,6.000,59.030,8.000,65.440,3.000,15.880,1,6.660,597,3167.272
3724,17,82.645,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,17,82.645
3725,108,457.400,0,0.000,0,0.000,1,7.800,0,0.000,2,11.220,0,0.000,1,6.600,1,6.660,2,19.850,0,0.000,0,0.000,1,6.500,1,9.990,2.000,13.260,2.000,15.820,0.000,0.000,0,0.000,121,555.1
3726,90,373.505,0,0.000,1,24.840,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.940,1,13.320,0,0.000,0,0.000,0,0.000,0,0.000,1.000,6.660,0.000,0.000,0.000,0.000,0,0.000,94,424.265
3727,61,211.285,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,14.880,0,0.000,1,4.950,0,0.000,0,0.000,0.000,0.000,1.000,6.660,0.000,0.000,0,0.000,65,237.775
3728,113,452.650,0,0.000,2,11.000,3,19.800,0,0.000,3,22.455,2,13.200,2,10.560,0,0.000,0,0.000,1,6.600,2,12.520,0,0.000,0,0.000,0.000,0.000,0.000,0.000,2.000,15.570,0,0.000,130,564.355
3730,"1,540","7,146.533",11,66.120,13,67.995,16,112.185,22,133.400,19,164.200,19,206.800,32,194.095,23,156.800,25,164.170,28,195.885,10,93.985,9,100.170,14,96.080,18.000,137.050,22.000,180.560,13.000,185.350,0,0.000,1834,9401.378
3732,112,486.082,0,0.000,1,5.400,0,0.000,0,0.000,0,0.000,0,0.000,3,23.120,0,0.000,1,6.660,2,15.360,2,13.080,4,23.620,0,0.000,3.000,52.450,5.000,31.025,0.000,0.000,1,6.660,134,663.457
3733,37,272.390,0,0.000,1,6.300,0,0.000,0,0.000,1,6.300,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,1.000,6.660,0.000,0.000,1.000,17.020,0,0.000,42,315.27
3735,80,365.995,1,9.300,1,6.600,0,0.000,2,15.675,1,6.600,0,0.000,1,3.900,0,0.000,1,8.050,1,6.600,2,18.600,3,41.490,1,9.900,0.000,0.000,2.000,26.460,0.000,0.000,1,10.730,97,529.9
3736,33,142.040,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,33,142.04
3737,562,"2,775.216",4,40.175,5,27.300,5,119.820,3,18.470,4,21.810,3,31.185,11,89.320,6,51.660,7,60.520,8,75.320,8,65.900,11,97.520,4,80.090,8.000,93.840,3.000,23.480,11.000,94.065,2,14.060,665,3779.751
3738,33,175.100,1,3.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,34,178.7
3739,34,191.730,0,0.000,0,0.000,1,11.220,1,9.900,1,16.500,1,19.800,0,0.000,1,8.580,0,0.000,0,0.000,0,0.000,1,5.280,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,40,263.01
3740,178,781.489,1,26.400,0,0.000,1,6.600,0,0.000,0,0.000,3,18.980,2,14.200,1,9.900,2,13.250,1,7.260,1,6.650,2,13.860,3,23.300,1.000,6.600,1.000,6.660,1.000,5.920,0,0.000,198,941.069
3741,517,"2,465.375",1,2.900,5,31.850,1,3.465,2,8.820,7,104.350,2,12.240,3,16.445,4,28.080,5,38.160,4,28.370,11,70.550,3,20.870,3,23.440,9.000,66.825,4.000,33.050,5.000,44.350,2,12.480,588,3011.62
3744,77,276.063,0,0.000,1,5.940,0,0.000,0,0.000,1,13.200,0,0.000,1,4.620,1,5.280,0,0.000,1,5.280,2,9.400,0,0.000,1,10.890,0.000,0.000,4.000,29.650,2.000,13.260,0,0.000,91,373.583
3746,95,345.744,0,0.000,0,0.000,0,0.000,1,3.960,0,0.000,1,6.650,0,0.000,2,10.180,1,6.510,0,0.000,3,23.090,0,0.000,0,0.000,3.000,28.900,0.000,0.000,0.000,0.000,0,0.000,106,425.034
3747,833,"3,552.654",5,32.220,9,51.250,5,34.000,5,25.640,1,6.600,6,30.610,8,54.810,9,63.870,12,73.180,15,102.640,16,122.140,9,71.480,7,131.600,8.000,47.750,10.000,90.290,7.000,56.200,3,22.790,968,4569.724
3749,455,"2,073.127",3,13.260,2,13.300,3,25.330,4,21.605,8,29.515,5,40.930,2,10.350,2,15.750,5,32.690,5,34.870,7,54.680,5,45.180,1,6.660,3.000,12.810,4.000,30.790,6.000,47.070,2,12.520,522,2520.437
3750,"1,161","6,022.965",65,417.555,57,363.375,57,355.710,32,206.825,54,355.505,86,570.765,81,561.485,19,119.545,20,72.915,93,625.945,143,975.560,117,856.415,86,591.330,82.000,565.395,69.000,466.135,58.000,391.310,24,160.300,2304,13679.035
3751,11,112.950,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,18.500,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,13,131.45
3752,"1,709","7,006.136",22,134.770,36,303.540,32,197.910,12,169.035,23,139.940,26,174.820,33,208.170,9,52.380,2,8.925,16,106.715,50,335.630,28,197.890,18,128.910,39.000,279.440,36.000,232.905,30.000,221.900,9,48.680,2130,9947.696
3753,274,"1,361.617",9,60.750,9,56.065,14,96.750,5,33.030,7,51.180,10,66.840,13,94.565,3,19.860,11,73.035,13,90.570,15,100.020,13,96.905,6,38.850,8.000,79.810,13.000,90.270,9.000,64.630,1,6.660,433,2481.407
3754,"3,217","13,683.295",67,420.930,97,588.250,72,469.095,62,394.505,54,355.185,81,535.605,101,668.645,18,127.950,3,21.250,85,572.505,146,"1,023.885",128,840.530,103,695.170,86.000,559.125,79.000,536.505,80.000,557.240,20,132.740,4499,22182.41
3755,28,103.130,0,0.000,1,50.160,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,3.000,36.420,0.000,0.000,1,13.200,34,216.11
3756,"1,278","5,352.686",14,90.735,27,284.370,29,225.970,13,76.965,22,145.520,38,235.135,40,262.455,9,65.420,11,73.080,26,178.560,27,203.825,34,239.590,24,173.710,27.000,190.610,29.000,195.555,24.000,255.485,12,76.660,1684,8326.331
3757,936,"4,548.624",6,39.585,18,133.315,8,59.865,8,57.915,15,93.940,9,56.730,10,65.670,0,0.000,2,30.600,7,75.610,10,78.520,15,121.865,3,23.340,8.000,62.850,7.000,49.060,5.000,43.870,4,25.380,1071,5566.739
3758,274,"1,125.694",0,0.000,3,21.855,4,26.880,2,10.530,2,12.750,5,49.845,1,6.570,2,24.290,1,6.600,1,9.990,3,21.340,3,25.470,5,36.585,1.000,6.660,2.000,31.390,0.000,0.000,0,0.000,309,1416.449
3759,148,738.679,1,6.615,1,9.900,2,10.570,0,0.000,3,35.110,2,13.200,1,6.600,0,0.000,1,21.000,3,38.320,3,19.580,2,19.740,2,37.770,3.000,24.480,0.000,0.000,0.000,0.000,0,0.000,172,981.564
3760,50,192.561,0,0.000,0,0.000,1,3.960,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,1,3.630,1,6.660,3,29.600,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,57,241.691
3761,154,635.012,1,6.510,2,20.200,3,17.595,2,16.360,2,12.925,1,6.540,1,6.000,0,0.000,0,0.000,1,6.600,4,45.710,5,40.260,3,16.645,1.000,8.580,1.000,9.900,0.000,0.000,1,11.100,182,859.937
3762,18,79.220,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,18,79.22
3763,242,938.037,1,6.460,1,6.300,5,34.355,3,18.165,2,12.850,1,9.570,1,6.650,0,0.000,4,39.900,0,0.000,4,26.540,2,13.860,2,13.350,2.000,33.800,0.000,0.000,1.000,6.300,1,6.750,272,1172.887
3764,940,"4,102.177",7,59.210,13,80.500,11,83.205,18,115.185,15,107.380,15,91.090,14,91.830,8,54.820,12,129.015,10,73.720,8,84.445,14,125.790,12,95.235,7.000,104.040,20.000,135.935,13.000,115.720,2,11.840,1139,5661.137
3765,485,"2,108.784",0,0.000,3,16.980,6,35.420,8,57.345,4,25.310,4,26.040,8,58.765,4,28.040,0,0.000,5,37.900,7,44.715,7,51.170,3,19.920,4.000,25.300,7.000,56.260,3.000,15.480,3,19.070,561,2626.499
3766,66,248.025,1,6.600,1,9.800,4,23.100,1,11.880,0,0.000,0,0.000,0,0.000,1,10.560,0,0.000,1,4.920,0,0.000,0,0.000,1,6.480,1.000,5.400,0.000,0.000,0.000,0.000,0,0.000,77,326.765
3767,44,174.345,0,0.000,1,5.940,0,0.000,1,6.200,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0.000,0.000,1.000,9.990,1.000,23.760,0,0.000,50,233.435
3770,353,"2,634.593",2,14.160,3,18.480,5,134.040,4,55.950,3,32.090,1,6.600,8,115.810,1,12.640,1,78.300,6,136.410,5,37.525,6,76.200,2,15.480,3.000,19.980,3.000,17.220,6.000,33.980,2,17.550,414,3457.008
3775,452,"2,383.857",4,19.750,10,93.525,7,42.930,7,62.685,4,30.225,4,34.330,9,67.350,1,6.660,1,6.660,2,13.260,8,82.790,3,27.010,3,34.780,2.000,13.320,6.000,47.560,1.000,8.880,0,0.000,524,2975.572
3777,"1,090","4,770.505",11,61.165,10,67.995,7,83.670,13,173.805,11,66.700,10,191.780,19,127.300,2,13.200,0,0.000,13,121.165,16,134.960,13,273.950,9,62.665,4.000,26.150,10.000,80.400,6.000,39.100,2,13.160,1246,6307.67
3778,32,135.820,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,9.990,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,34,152.41
3779,86,524.615,2,21.770,0,0.000,3,14.820,2,15.295,2,13.200,0,0.000,0,0.000,2,12.450,2,14.850,1,3.700,4,56.660,1,6.660,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,105,684.02
3781,306,"1,185.137",6,37.350,1,3.960,4,26.400,1,4.950,2,18.360,6,34.950,1,6.600,0,0.000,0,0.000,2,15.240,10,73.360,3,21.780,3,19.260,5.000,49.950,6.000,45.080,4.000,26.655,0,0.000,360,1569.032
3782,623,"2,573.013",4,25.395,9,67.765,11,69.575,9,50.310,3,27.550,7,53.930,12,98.785,2,11.880,0,0.000,4,37.600,16,103.605,5,30.025,5,36.860,4.000,24.040,11.000,85.940,4.000,37.240,3,16.700,732,3350.213
3783,237,987.791,1,6.300,0,0.000,4,25.730,3,23.145,1,6.600,4,35.120,1,12.870,1,6.000,0,0.000,1,6.570,6,48.980,2,16.500,4,36.800,5.000,64.615,1.000,99.660,6.000,63.030,0,0.000,277,1439.711
3786,82,318.475,3,20.010,3,18.200,2,9.870,1,13.000,1,6.600,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,3,19.010,2,13.320,0,0.000,1.000,6.660,1.000,7.560,3.000,23.280,0,0.000,103,465.885
3787,39,166.115,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,7.000,2,12.950,1,6.660,1.000,6.660,1.000,6.660,0.000,0.000,0,0.000,46,212.645
3788,91,471.641,0,0.000,2,12.950,2,9.200,3,17.295,0,0.000,2,13.600,1,6.660,0,0.000,0,0.000,1,7.200,4,27.780,0,0.000,0,0.000,1.000,6.660,0.000,0.000,0.000,0.000,0,0.000,107,572.986
3789,12,56.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0.000,0.000,1.000,13.200,1.000,13.200,0,0.000,14,83.21
3791,78,365.428,3,29.420,1,5.040,2,13.290,1,6.380,3,20.660,0,0.000,0,0.000,1,6.660,1,13.200,1,3.300,0,0.000,2,13.260,1,12.950,3.000,16.440,1.000,8.140,1.000,6.600,1,17.940,100,538.708
3792,77,282.819,0,0.000,0,0.000,2,5.610,0,0.000,1,6.600,5,68.020,0,0.000,0,0.000,0,0.000,1,12.950,1,11.160,2,12.610,0,0.000,2.000,10.630,0.000,0.000,1.000,6.600,1,6.660,93,423.659
3793,305,"1,567.712",5,36.330,0,0.000,8,54.995,2,8.340,2,8.775,3,23.100,4,38.145,3,22.155,0,0.000,0,0.000,0,0.000,6,181.855,3,26.340,5.000,36.200,5.000,38.250,4.000,24.220,1,6.660,356,2073.077
3795,167,"1,245.266",0,0.000,1,5.280,1,6.600,0,0.000,0,0.000,0,0.000,1,7.920,2,60.060,0,0.000,0,0.000,1,12.675,4,31.860,0,0.000,1.000,8.580,2.000,10.890,3.000,44.730,0,0.000,183,1433.861
3796,675,"2,571.036",8,51.080,13,82.200,14,84.295,10,62.450,6,36.770,6,52.115,11,85.340,3,25.040,2,10.575,2,11.220,8,46.505,11,87.610,4,56.030,6.000,35.180,7.000,62.280,9.000,64.370,0,0.000,795,3424.096
3797,380,"1,838.895",6,48.185,8,52.445,6,49.110,1,13.200,4,19.305,2,13.215,4,21.160,1,5.920,0,0.000,4,32.540,2,13.200,5,28.680,2,7.620,2.000,36.260,3.000,18.380,2.000,18.600,0,0.000,432,2216.715
3799,561,"2,210.973",1,2.800,4,23.760,13,74.523,7,38.535,5,25.990,7,40.620,5,61.800,1,6.600,0,0.000,7,47.340,17,140.425,5,34.250,4,26.340,7.000,46.440,9.000,49.995,5.000,40.885,0,0.000,658,2871.276
3802,"1,947","7,056.427",27,153.340,27,183.095,31,184.590,25,157.320,33,195.790,40,272.180,43,268.680,6,41.780,1,9.900,20,137.585,46,300.760,43,279.770,28,181.100,36.000,229.440,37.000,230.465,33.000,215.905,11,71.775,2434,10169.902
3803,982,"5,759.596",8,82.785,13,114.480,10,127.135,14,151.470,13,203.975,21,290.410,27,186.805,5,49.260,2,58.400,18,171.405,14,94.390,13,86.910,14,92.160,19.000,129.240,14.000,180.590,14.000,116.810,6,38.520,1207,7934.341
3804,817,"4,473.514",4,22.650,10,75.640,10,70.315,14,117.310,12,116.025,10,77.260,18,271.285,3,43.570,1,6.290,5,47.070,20,173.705,12,121.050,14,143.830,10.000,74.500,8.000,84.860,11.000,107.610,3,28.740,982,6055.224
3805,"5,020","19,474.671",60,363.965,61,399.875,59,370.135,57,350.470,80,577.905,80,508.055,92,597.655,17,106.830,5,48.490,71,476.465,153,"1,012.455",108,827.250,85,567.550,79.000,546.330,82.000,561.450,61.000,410.070,15,108.325,6185,27307.946
3806,"4,030","16,536.787",63,396.520,50,378.775,62,395.780,43,316.630,54,366.440,59,387.905,82,568.710,20,129.400,6,28.740,51,333.020,125,778.350,127,851.965,64,414.265,106.000,628.685,83.000,606.260,50.000,372.035,16,106.410,5091,23596.677
3807,647,"2,943.583",8,56.920,4,27.580,6,41.460,8,64.260,6,119.510,5,32.570,9,61.350,5,34.355,2,21.870,10,97.870,14,94.015,10,84.950,9,58.055,7.000,42.920,12.000,84.090,6.000,44.230,5,36.260,773,3945.848
3808,305,"1,523.983",3,30.030,2,12.585,5,47.380,3,21.400,1,5.940,1,6.600,3,14.775,2,23.085,1,9.990,6,44.085,8,68.760,6,62.990,1,10.560,3.000,18.940,4.000,55.710,8.000,82.480,0,0.000,362,2039.293
3809,"1,052","5,770.588",46,279.265,44,278.065,51,335.075,30,182.850,30,167.480,67,381.980,62,407.850,11,62.685,4,24.690,47,302.890,62,423.705,69,471.210,51,337.030,47.000,318.460,43.000,274.940,36.000,238.050,10,66.480,1762,10323.293
3810,"4,234","19,049.836",56,559.190,67,421.815,76,452.370,31,322.580,53,326.575,56,385.820,104,762.035,20,152.270,3,187.505,53,457.275,126,841.390,87,753.850,63,411.605,81.000,647.960,80.000,562.010,48.000,330.940,16,107.635,5254,26732.661
3812,237,"1,308.367",1,6.000,5,26.460,1,13.230,0,0.000,1,6.600,4,163.980,2,24.060,1,69.300,0,0.000,4,106.100,5,33.900,0,0.000,3,26.490,6.000,56.870,3.000,34.780,0.000,0.000,0,0.000,273,1876.137
3813,100,479.706,0,0.000,2,12.580,2,12.100,0,0.000,0,0.000,1,9.900,3,27.390,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,1.000,6.400,1.000,6.600,3.000,57.330,0,0.000,114,618.666
3814,248,"1,327.774",3,23.235,7,62.560,3,87.380,2,10.230,5,36.015,3,19.110,2,11.430,0,0.000,0,0.000,0,0.000,5,49.890,5,66.365,0,0.000,1.000,5.940,4.000,33.760,0.000,0.000,1,8.030,289,1741.719
3815,312,"1,438.700",7,40.710,3,17.450,4,37.020,5,24.555,5,22.155,5,39.015,3,17.385,1,9.900,2,19.800,3,19.860,10,85.330,3,20.290,3,17.560,5.000,34.980,8.000,52.605,5.000,36.770,0,0.000,384,1934.085
3816,339,"1,740.101",1,5.280,2,10.900,3,19.815,2,7.110,2,11.880,1,7.920,1,5.940,2,11.100,6,37.770,8,76.010,2,19.800,1,6.290,2,12.290,4.000,26.220,3.000,19.800,2.000,13.120,3,19.860,384,2051.206
3818,"1,801","7,644.753",11,43.615,22,103.210,23,169.015,26,106.790,22,89.765,20,128.540,27,150.055,22,183.630,27,227.060,26,166.735,20,130.015,20,264.550,14,125.540,23.000,195.475,20.000,172.750,16.000,111.220,6,36.190,2146,10048.908
3820,"1,689","7,806.111",20,107.005,25,157.950,21,99.975,12,64.530,19,107.025,26,184.645,17,124.075,16,136.395,33,274.765,33,231.250,24,176.370,16,162.475,27,189.930,27.000,211.135,13.000,82.470,13.000,101.940,9,60.200,2040,10278.246
3821,392,"1,940.438",0,0.000,4,56.800,2,30.525,5,97.080,4,26.955,3,25.080,1,3.780,2,19.800,5,40.210,4,119.000,4,97.020,4,50.380,4,27.585,4.000,27.970,8.000,57.645,6.000,46.170,0,0.000,452,2666.438
3822,116,506.493,2,12.025,0,0.000,1,6.600,2,23.370,1,6.600,1,1.980,0,0.000,1,6.600,1,6.660,1,8.030,0,0.000,1,5.940,0,0.000,0.000,0.000,1.000,8.140,1.000,6.660,0,0.000,129,599.098
