Postcode,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW
4120,7,41.75,10,92.965,8,69.55,9,66.45,5,48.9
4121,26,219.17,42,328.61,27,216.265,25,197.005,16,147.22
4122,60,469.11,64,486.92,57,431.21,36,306.02,26,185.705
4123,39,304.93,43,360.005,43,344.455,32,314.255,27,239.105
4124,100,698.02,177,"1,226.44",200,"1,702.86",173,"1,511.28",68,578.88
4125,24,165.68,32,240.65,38,292.245,38,270.205,21,194.44
4127,36,283.52,41,399.07,42,380.95,35,257.155,17,146.92
4128,17,131.85,28,212.105,26,201.27,21,198.55,18,145.72
4129,8,63.4,14,141.35,10,86.03,9,67.42,7,54.45
4130,7,61.51,28,257.29,8,59.57,11,87.84,11,97.64
4131,13,99.15,15,109.98,11,93.14,10,83.25,7,83.84
4132,23,166.365,25,230.84,32,317.82,32,234.43,18,127.895
4133,31,223.89,36,291.83,31,315.59,27,199.3,24,180.16
4151,7,64.11,25,208.53,14,123.02,14,100.14,7,87.07
4152,65,570.58,72,551.835,57,457.265,59,462.385,33,248.93
4153,6,48.33,8,72.95,12,124.12,6,36.03,2,19.98
4154,17,133.16,11,107.495,22,219.4,15,123.925,18,157.745
4155,3,25.91,5,41.7,1,13.28,0,0,2,26.4
4156,3,36.82,5,50.79,6,54.34,4,34.06,2,22.06
4157,22,190.03,32,243.345,48,390.235,22,172.29,16,131.76
4158,4,32.94,4,44.64,6,38.01,8,64.12,5,49.06
4159,20,155.58,31,236.265,32,257.17,27,191.695,8,132.31
4160,27,207.65,40,306.605,37,261.885,36,368.59,16,116.44
4161,19,160.345,26,202.02,30,212.32,32,215.54,20,130.235
4163,23,176.07,26,189.26,31,271.75,24,184.805,11,104.92
4164,33,253.08,23,212.13,40,311.805,25,271.57,16,130.675
4165,66,482.715,63,487.01,71,528.95,60,503.31,53,419.715
4169,3,23.62,2,15.2,9,91.245,6,48.1,3,19.92
4170,20,154.71,36,265.735,34,290.6,37,225.67,18,143.7
4171,9,78.31,13,147.8,18,174.06,16,136.625,14,129.37
4172,9,58.34,16,239.36,9,62.055,1,17.49,4,23.22
4173,11,72.87,14,115.75,12,199.49,13,101.925,3,23.34
4174,3,20.29,10,65.16,9,73.45,3,32.34,1,6.66
4178,39,287.73,29,223.22,25,203.71,32,252.725,15,282.04
4179,21,161.045,24,178.615,25,191.505,34,280,18,128.42
4183,4,31.72,7,72.42,2,14.8,6,50.23,0,0
4184,20,127.76,25,170.315,37,254.19,28,188.5,18,119.36
4205,10,70.05,7,42.22,13,128.875,4,27.75,7,44.25
4207,110,994.555,110,"1,028.74",124,"1,101.91",105,956.265,72,686.45
4208,45,394.75,50,417.735,63,574.465,49,468.8,37,345.825
4209,109,849.96,140,"1,182.12",145,"1,195.30",114,956.18,94,816.12
4210,51,473.695,50,423.005,53,443.44,57,501.78,19,180.305
4211,96,834.93,106,884.395,71,673.145,79,669.48,44,331.935
4212,61,542.885,56,540.21,71,628.04,64,685.835,36,367.665
4213,53,457.42,47,460.635,56,513.975,44,411.53,20,181
4214,57,459.11,60,556.735,65,519.215,49,379.06,29,241.15
4215,41,389.25,40,355.92,48,419.305,34,251.025,23,164.61
4216,39,305.64,65,547.21,50,363.38,52,431.35,31,225.69
4217,25,229.31,34,332,30,280.54,22,216.87,15,168.05
4218,22,191.34,29,255.26,34,310.71,39,356.82,26,264.075
4219,0,0,0,0,0,0,0,0,0,0
4220,45,357.835,46,489.89,54,485.595,38,326.43,16,148.88
4221,35,294.665,30,255.76,42,372.405,38,304.855,24,192.58
4223,16,107.01,29,219.975,19,177.72,12,73.94,15,135.22
4224,8,62.95,6,39.1,13,122.48,6,36.61,2,10.66
4225,3,19.98,7,49.48,2,10.38,5,28.08,1,6.66
4226,62,497.515,46,360.58,38,304.34,39,315.33,27,213.27
4227,35,357.18,41,320.76,33,308.25,24,188.925,15,110.955
4228,3,28.38,11,94.05,14,157.96,10,129.325,5,42.16
4230,0,0,0,0,0,0,0,0,0,0
4237,0,0,0,0,0,0,0,0,0,0
4270,6,42.87,12,121.46,1,6.63,11,111.165,3,27.29
4271,0,0,1,6.4,1,6.6,0,0,0,0
4272,17,141.775,17,160.45,16,137.5,14,112.43,8,83.99
4275,6,42.81,7,75.3,9,66.02,6,68.395,5,40.24
4276,0,0,0,0,0,0,0,0,0,0
4280,42,348.37,46,401.745,65,699.25,53,551.23,29,314.47
4285,44,430.735,38,424.235,46,423.91,40,382.99,30,298.04
4287,1,30.03,0,0,1,10.23,2,17.06,1,6.6
4300,186,"1,355.24",277,"1,870.92",317,"2,241.84",276,"1,988.09",140,"1,027.36"
4301,49,375.16,39,294.425,55,424.18,39,287.615,22,156.715
4303,9,66.44,0,0,5,43.23,7,53.29,1,6.29
4304,12,84.12,23,186.33,16,115.895,16,119.17,20,144.88
4305,68,484.73,92,645.635,94,704.475,96,756.72,46,356.09
4306,102,782.365,129,"1,153.83",136,"1,106.86",116,857.11,79,646.34
4307,2,18.57,5,91.33,2,13.86,1,13.32,1,24.3
4309,5,43.84,4,41.73,4,62.54,5,80.3,3,33.195
4310,9,68.6,3,32.19,10,77.71,6,57.445,6,59.02
4311,22,169.85,29,208.62,29,216.125,23,199.99,18,138.405
4312,2,15.64,7,49.4,5,43.87,8,59.11,2,34.41
4313,4,26.64,6,49.8,11,87.77,5,39.81,0,0
4314,5,62.76,6,47.865,7,49.56,3,25.86,4,30.235
4340,15,115.46,22,146.65,29,173.935,27,162.44,18,122.97
4341,16,128.36,52,451.595,36,266.56,32,289.35,23,193.27
4342,4,35.24,5,43.97,10,111.26,4,37.31,4,33.3
4343,13,145.73,23,190.68,14,133,15,108.73,13,105.16
4344,2,23.31,7,60.36,4,25.1,3,22.94,2,14.43
4345,0,0,0,0,0,0,0,0,0,0
4346,0,0,2,12.77,5,39.78,2,19.95,0,0
4347,2,12.52,1,13.32,3,21.07,6,60.28,3,32.13
4350,117,853.125,125,971.935,115,945.89,117,951.3,60,546.64
4352,48,405.615,53,402.415,52,415.855,42,341.5,20,170.005
4353,1,6.6,1,5.55,1,6.6,0,0,0,0
4354,0,0,2,12.495,4,34.04,4,26.03,0,0
4355,4,36.64,3,27.16,4,25.83,1,15.2,1,6.66
4356,7,96.38,4,33.98,5,33.63,3,56.43,2,30.46
4357,1,6.6,0,0,1,3.7,1,13.32,0,0
4358,1,5.94,1,6.66,4,37.61,0,0,2,13.32
4359,4,27.38,2,23.68,3,21.24,2,14.37,1,7.4
4360,0,0,0,0,1,10.5,3,38.48,0,0
4361,0,0,5,51.23,1,19.98,3,23.68,0,0
4362,1,2.97,3,19.92,0,0,3,21.4,0,0
4363,1,10.5,2,14.01,0,0,0,0,1,8.14
4364,0,0,0,0,0,0,1,7.77,0,0
4365,0,0,0,0,3,19.98,1,6.66,0,0
4370,10,69.62,16,199.315,17,120.9,16,148.615,8,62.95
4371,0,0,2,11.94,1,12.4,4,37,1,9.99
4372,0,0,0,0,0,0,0,0,0,0
4373,2,13.26,1,13.2,3,22.85,2,13.2,2,13.32
4374,0,0,0,0,1,6.66,0,0,0,0
4375,0,0,0,0,1,10.73,0,0,0,0
4376,0,0,0,0,1,19.25,0,0,1,25.16
4377,2,16.89,0,0,0,0,0,0,0,0
4378,0,0,0,0,0,0,1,6.66,1,1.98
4380,2,19.92,11,99.96,9,74.15,12,79.42,3,19.98
4381,1,11.2,3,20.35,0,0,4,27.84,0,0
4382,0,0,0,0,0,0,0,0,0,0
4383,0,0,0,0,1,6.66,0,0,1,6.66
4384,0,0,1,6.6,0,0,0,0,0,0
4385,0,0,2,13.2,1,6.65,2,8.8,0,0
4387,0,0,3,42.74,1,10.5,0,0,0,0
4388,0,0,0,0,1,5.5,0,0,0,0
4390,3,32.69,5,31.02,4,123.59,3,29.34,2,52.57
4400,4,28.52,8,83.67,7,70.02,2,12.89,0,0
4401,7,51.18,5,54.76,3,20.56,5,66.27,2,19.98
4402,0,0,0,0,0,0,3,20.65,2,22.94
4403,0,0,0,0,2,11.68,1,19.5,1,3.7
4404,0,0,0,0,0,0,1,10.56,0,0
4405,11,91.06,14,125.03,17,146.65,11,109.03,4,25.9
4406,0,0,3,26.21,0,0,2,33.12,0,0
4407,0,0,0,0,1,6.205,1,25.16,0,0
4408,1,6.66,1,6.66,2,16.65,0,0,0,0
4410,0,0,1,9.99,1,7.4,1,6.66,0,0
4411,0,0,0,0,2,16.5,0,0,0,0
4412,0,0,0,0,1,2.13,0,0,0,0
4413,4,33.15,6,44.27,13,103.3,2,26.64,4,33.18
4415,3,23.88,1,6.57,4,34.41,2,20.72,0,0
4416,2,26.4,0,0,0,0,1,13.32,0,0
4417,0,0,0,0,4,33.3,1,9.99,0,0
4418,0,0,0,0,0,0,0,0,0,0
4419,1,6.66,0,0,1,6.66,1,10.36,0,0
4420,0,0,0,0,6,48.1,0,0,0,0
4421,3,18.48,1,8,1,6.6,2,13.64,1,13.32
4422,2,17.7,0,0,1,13.32,0,0,0,0
4423,0,0,0,0,1,6.66,0,0,0,0
4424,0,0,1,12.8,0,0,0,0,2,26.64
4425,1,6.66,2,13.26,0,0,0,0,1,13.32
4426,1,3.84,0,0,0,0,0,0,0,0
4427,0,0,0,0,0,0,0,0,0,0
4428,0,0,1,3.3,2,16.56,1,6.66,1,6.66
4454,0,0,0,0,1,13.32,1,6.6,1,6.66
4455,9,78.66,5,30.95,8,63.18,7,55.56,6,62.16
4461,0,0,0,0,0,0,0,0,0,0
4462,0,0,0,0,0,0,0,0,0,0
4465,1,6.29,1,10.5,4,36.88,1,6.6,1,6.66
4467,0,0,0,0,0,0,0,0,1,13.32
4468,0,0,0,0,0,0,1,13.2,0,0
4470,0,0,0,0,3,31.94,1,9.99,1,6.66
4472,0,0,0,0,0,0,2,13.32,1,5.55
4474,0,0,0,0,0,0,0,0,0,0
4475,0,0,0,0,0,0,0,0,0,0
4477,0,0,1,5.18,2,19.46,3,27.78,1,6.66
4478,0,0,1,8.14,1,15.2,0,0,0,0
4479,0,0,0,0,0,0,0,0,0,0
4480,0,0,3,92.97,2,16.24,1,12.8,3,19.8
4481,0,0,0,0,0,0,0,0,0,0
4482,20,196.02,3,105.64,0,0,0,0,1,6.4
4486,9,111.5,0,0,0,0,0,0,0,0
4487,3,8.88,7,59.21,17,204.91,3,33,1,39.59
4488,0,0,0,0,1,13.2,0,0,1,5.18
4489,0,0,0,0,0,0,1,13.2,1,10.36
4490,4,23.925,2,12.26,2,26.42,0,0,0,0
4491,0,0,0,0,0,0,0,0,0,0
4492,0,0,0,0,0,0,0,0,1,6.6
4493,0,0,0,0,0,0,0,0,0,0
4494,0,0,0,0,0,0,0,0,0,0
4496,0,0,0,0,1,5.92,0,0,0,0
4497,1,2.96,0,0,0,0,0,0,0,0
4498,1,6.6,0,0,0,0,0,0,0,0
4500,73,671.985,60,440.215,73,569.93,73,589.14,31,248.91
4501,11,131.83,14,98.71,15,110.88,9,69.75,1,6.66
4502,10,71.245,18,134.1,17,128.39,7,50.7,3,22.4
4503,76,527.445,77,569.965,94,725.635,79,606.035,47,353.65
4504,31,243.715,39,286.45,44,374.6,36,289.485,31,264.83
4505,46,343.615,55,442.66,60,489.56,45,398.115,29,249.135
4506,28,244.69,38,286.68,54,392.11,39,327.125,18,137.22
4507,43,333.02,67,446.385,71,420.31,55,382.255,35,225.06
4508,19,141.225,16,213.355,27,200.39,25,197.48,16,129.735
4509,52,449.425,72,547.075,65,623.2,64,529.635,40,336.92
4510,87,623.49,106,828.39,141,"1,085.55",109,853.36,51,437.635
4511,17,125.9,23,173.675,44,225.81,29,204.99,19,149.45
4512,6,40.92,9,99.96,2,9.62,5,57.49,4,31.65
4514,11,77.72,20,172.465,13,108.98,11,112.49,16,162.25
4515,6,43.11,10,87.14,9,73.14,5,56.52,11,98.3
4516,5,43.53,7,91.16,9,101.61,7,95.29,6,52.74
4517,3,24.12,0,0,3,42.82,1,9.9,2,20.89
4518,16,108.42,19,143.81,12,96.39,10,88.38,6,45.21
4519,18,150,19,236.54,17,155.43,19,161.875,4,28.79
4520,18,192.59,22,185.3,23,206.41,13,112.86,15,210.67
4521,11,101.82,13,127.42,8,69.71,16,148.34,8,90.28
4550,6,47.36,13,114.01,11,92.385,9,68.99,7,47.7
4551,116,831.185,148,"1,108.88",147,"1,289.58",109,898.4,74,549.53
4552,16,111.395,18,121.975,20,166,24,179.36,8,63.07
4553,30,236.07,33,287.785,44,321.965,27,213.41,18,144.255
4554,2,17.95,4,45.93,2,16.28,6,55.54,2,39.06
4555,8,68.77,20,146.73,12,96.22,14,115.165,7,59.33
4556,59,476.705,85,636.65,77,615.815,69,548.47,46,384.35
4557,20,144.96,20,170.025,21,154.47,26,205.645,13,105.27
4558,28,167.93,30,242.92,32,245.43,20,170.505,8,53.515
4559,11,82.47,8,67.855,13,101.06,10,74.43,5,44.9
4560,52,395.89,69,493.175,66,477.665,52,384.395,39,280.745
4561,10,76.63,23,173.555,22,182.175,15,140.3,8,66.74
4562,25,209.995,17,160.28,18,139.82,15,126.14,16,148.3
4563,19,146.535,27,251.02,20,168.495,25,199.855,9,79.24
4564,9,74.465,24,211.71,20,170.57,15,100.8,14,106.08
4565,21,146.975,36,282.6,17,120.13,28,192.5,18,154.99
4566,15,114.32,29,272.9,22,211.095,13,123.21,4,44.89
4567,12,96.46,26,207.53,25,231.905,19,171.36,13,109.11
4568,5,33.15,8,70.085,15,125.845,8,51.91,1,6.66
4569,0,0,1,5.92,3,23.68,6,39.18,2,13.2
4570,64,548.695,81,728.735,88,769.165,72,593.71,43,346.3
4571,2,13.25,5,32.38,1,6.66,2,16.56,0,0
4572,2,13.32,5,35.57,9,90.66,0,0,6,47.37
4573,44,353.82,57,401.42,51,392.38,58,487.11,28,259.825
4574,4,35.03,2,13.32,4,26.595,2,10.5,1,6.66
4575,33,287.35,40,347.475,43,335.235,29,220.53,27,212.04
4580,9,60.96,14,94.32,15,109.635,12,75.9,4,31.86
4581,2,13.26,4,91.715,1,6.6,7,53.59,1,6.66
4600,3,20.95,3,29.19,0,0,3,16.095,1,6.66
4601,0,0,0,0,1,6.66,1,6.6,3,21.09
4605,6,44.67,7,54.87,4,26.92,4,44.68,1,6.6
4606,1,6.66,6,69.02,2,17.73,4,30.34,4,28.49
4608,2,12.95,1,6.66,2,11.84,1,10.36,2,13.32
4610,16,126.605,19,144.14,17,115.44,10,87.11,16,163.83
4611,1,6.66,0,0,0,0,0,0,0,0
4612,0,0,0,0,0,0,0,0,0,0
4613,1,6.6,0,0,3,15.48,1,11.84,1,9.99
4614,3,19.23,1,8.88,4,32.93,0,0,4,40.15
4615,8,64.38,14,100.09,4,33.305,9,63.84,2,12.52
4620,1,6.6,1,18.48,1,6.66,2,14.05,0,0
4621,2,13.26,3,26.96,5,41.44,2,13.69,1,6.66
4625,1,39.6,4,27.93,2,17.02,3,20.62,2,13.32
4626,0,0,2,10.22,3,116.02,2,17.8,2,16.55
4627,1,6.6,1,13.3,3,17.02,0,0,2,13.32
4630,3,15.88,1,6.63,1,6.65,4,29.41,1,6.66
4650,39,280.28,45,349.78,55,419.42,44,336.92,18,142.98
4655,87,653.75,122,943.775,146,"1,043.98",119,865.445,63,510.12
4659,4,29.91,15,105.765,18,127.25,14,106.17,10,73.975
4660,9,66.53,15,110.205,19,150.565,15,100.945,12,91.91
4662,1,5.18,3,24.76,8,64.38,2,18.87,0,0
4670,92,733.145,111,"1,066.69",141,"1,034.10",141,"1,070.52",62,502.475
4671,6,42.77,14,100.145,10,73.34,7,54.91,3,23.46
4673,1,7.4,1,7.92,1,6.66,0,0,0,0
4674,2,14.8,8,60.64,4,36.26,3,18.54,1,7.4
4676,0,0,1,5.04,0,0,0,0,0,0
4677,5,40.7,11,83.02,10,76.43,6,48.47,3,23.38
4678,0,0,0,0,2,13.32,1,6.66,0,0
4680,67,530.4,91,657.715,68,584.155,73,582.165,39,355.89
4694,2,34.54,0,0,1,6.6,0,0,0,0
4695,1,13.2,2,13.275,0,0,1,6.66,0,0
4697,0,0,0,0,1,6.66,0,0,0,0
4699,0,0,0,0,0,0,1,6.66,0,0
4700,17,105.44,27,149.46,31,183.13,20,88.045,12,131.33
4701,50,319.325,102,600.74,90,524.95,73,459.615,38,227.645
4702,35,242.7,28,230.695,45,330.625,34,269.16,25,194.55
4703,45,329.49,53,335.105,49,344.59,31,200.15,20,139.33
4704,0,0,0,0,0,0,0,0,0,0
4705,0,0,0,0,0,0,0,0,0,0
4706,0,0,0,0,0,0,2,13.32,0,0
4707,0,0,0,0,0,0,0,0,0,0
4709,0,0,0,0,0,0,0,0,0,0
4710,4,22.48,9,69.05,13,83.92,7,43.62,4,33.92
4711,5,34.65,1,12.95,1,9.99,1,6.66,1,12.95
4712,0,0,1,6.66,0,0,0,0,1,9.9
4713,0,0,0,0,0,0,0,0,0,0
4714,1,6.66,1,6,2,23.31,5,38.79,0,0
4715,6,38.67,7,56.05,6,66.83,9,92.425,2,11.1
4716,0,0,0,0,0,0,0,0,0,0
4717,1,5.92,4,39.96,4,29.17,0,0,0,0
4718,2,14.71,1,6.6,0,0,0,0,1,6.29
4719,1,13.32,0,0,1,5.55,1,6.29,1,5.92
4720,7,48.31,15,170.95,14,150.225,11,87.2,4,45.69
4721,2,16.8,0,0,1,10.23,1,6.24,2,16.64
4722,0,0,2,9.21,0,0,0,0,0,0
4723,0,0,0,0,2,26.58,1,6.6,0,0
4724,0,0,0,0,0,0,1,8.58,2,22.2
4725,0,0,1,6.3,1,13.32,1,6.66,0,0
4726,0,0,0,0,1,10.22,0,0,0,0
4727,0,0,0,0,0,0,0,0,0,0
4728,0,0,0,0,0,0,0,0,2,17.02
4730,6,33.04,2,12.61,1,12.325,1,6.3,0,0
4731,0,0,0,0,0,0,0,0,0,0
4732,0,0,0,0,0,0,0,0,0,0
4733,0,0,0,0,0,0,0,0,0,0
4735,2,9.05,5,39.96,0,0,4,27.01,1,6.66
4736,0,0,0,0,0,0,0,0,0,0
4737,10,77.7,13,101.73,14,115.38,12,97.97,12,101.4
4738,1,6.66,2,17.02,2,16.96,2,15.54,1,8.14
4739,3,20.46,1,6.66,0,0,0,0,1,6.66
4740,85,696.975,108,855.085,128,"1,206.01",87,813.17,72,561.165
4741,7,60.23,11,86.49,11,116.65,13,100.47,5,39.78
4742,0,0,1,8.88,2,13.26,0,0,0,0
4743,0,0,0,0,0,0,0,0,0,0
4744,0,0,5,31.31,8,62.31,5,38.85,6,76
4745,0,0,0,0,1,7.26,0,0,0,0
4746,0,0,1,6.57,0,0,0,0,0,0
4750,4,26.71,8,58.06,8,67.14,7,54.385,16,145.34
4751,4,26.58,3,22.94,9,56.01,4,38.06,1,10.36
4753,10,82.27,9,69.86,6,45.28,5,40.64,7,56.82
4754,4,26.52,3,19.98,2,15.91,2,22.2,1,6.66
4756,0,0,3,30,1,6.66,0,0,0,0
4757,1,6.66,0,0,0,0,0,0,0,0
4798,0,0,3,52.32,2,14.85,1,5.2,0,0
4799,1,6.66,1,6.66,6,43.11,1,6.66,4,31.02
4800,14,105.735,19,187.09,22,179.95,16,128.8,7,55.81
4802,14,111.35,17,153.93,31,311.61,13,117.98,13,131.83
4803,0,0,0,0,0,0,0,0,0,0
4804,0,0,10,76.22,12,90.98,4,61.015,0,0
4805,10,156.53,19,189.57,19,182.06,14,117.25,3,50.4
4806,8,125.75,7,141.56,17,238.595,10,214.17,8,149.275
4807,9,56.26,13,156.115,20,207.185,7,50.99,7,40.59
4808,2,15.03,0,0,1,39.6,4,95.48,0,0
4809,0,0,1,8.14,7,124.615,2,10.26,1,9.99
4810,9,72.56,16,107.65,20,148.59,16,154.39,7,49.05
4811,8,57.76,14,117.02,21,167.885,18,123.805,9,68.98
4812,9,72.94,21,174.14,23,189.325,13,92.76,8,74.14
4814,60,544.26,53,449.82,66,573.55,41,287.145,26,209.45
4815,22,217.92,30,270.95,44,344.895,24,189.945,13,123.84
4816,9,68.79,17,147.3,18,117.805,13,98.5,7,51.54
4817,34,226.98,47,355.785,53,464.945,36,297.639,17,153.22
4818,48,363.29,48,395.1,81,687.84,60,497.965,28,243.75
4819,2,15.54,8,52.04,8,56.615,4,26.13,1,10.8
4820,3,20.88,8,62.05,13,94.07,17,159.07,6,42.015
4821,0,0,1,10.395,2,94.35,2,17.16,2,19.98
4822,0,0,1,29.6,0,0,0,0,2,52.91
4823,0,0,1,6.66,0,0,1,6.66,0,0
4824,0,0,0,0,1,13.32,10,88.43,9,86.58
4825,5,99.23,6,45.42,14,229.48,10,84,12,109.03
4828,0,0,0,0,0,0,0,0,0,0
4829,0,0,47,367.42,0,0,0,0,0,0
4830,0,0,0,0,0,0,1,10.8,0,0
4849,0,0,5,38.04,6,122.82,3,33.67,1,8.14
4850,2,12.58,11,85.06,12,88.74,9,69.33,2,16.65
4852,4,31.85,6,53,6,54.66,5,43.65,5,48.04
4854,2,20.72,8,168.66,9,116.52,4,53.28,2,18.87
4855,0,0,0,0,2,17.39,0,0,1,8.88
4856,1,14.43,1,6.6,2,19.24,0,0,1,13.32
4857,0,0,0,0,0,0,0,0,0,0
4858,2,57.35,0,0,2,25.07,0,0,0,0
4859,0,0,0,0,0,0,1,13.32,0,0
4860,10,77.19,11,109.83,8,60.62,8,121.17,6,52.86
4861,1,7.92,1,6.6,1,10.56,0,0,1,6.66
4865,5,54.27,18,160.66,10,90.795,13,99.9,6,57.54
4868,26,194.86,25,233.83,32,278.74,22,201.49,17,145.38
4869,25,225.97,30,270.35,40,344.945,24,189.96,16,141.62
4870,55,570.815,84,784.565,77,735.45,53,530.87,39,398.04
4871,3,27.38,11,174.92,7,64.91,4,43.52,4,68.64
4872,2,16.46,9,189.6,1,18.45,4,95.34,5,115.44
4873,6,74.665,16,145.9,20,165.34,6,49.36,5,50.285
4874,0,0,0,0,0,0,0,0,0,0
4875,0,0,1,10.36,0,0,1,47.36,0,0
4876,0,0,0,0,0,0,0,0,0,0
4877,3,26.49,6,55.38,10,93.28,8,78.31,7,59.67
4878,18,160.86,24,184.42,28,265.105,23,207.86,11,107.43
4879,38,351.89,41,344.89,61,527.5,32,275.605,36,304.675
