Postcode,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW
2089,3,33.49,1,3.6,0,0,1,6.29,0,0
2090,3,22.57,2,16.505,0,0,3,19.525,0,0
2092,3,24.74,4,35.43,3,28.49,6,51.06,2,13.1
2093,16,94.855,21,141.04,21,155,22,179.475,9,56.955
2094,1,3.63,2,18,1,6.57,7,60.87,1,6.29
2095,4,28.32,4,28.33,7,55.73,4,31.66,1,5.28
2096,8,69.87,8,50.535,7,58.06,8,63.205,4,34.88
2097,6,34.86,11,77.03,10,92.92,15,127.41,8,57.28
2099,22,160.975,27,230.58,35,356.105,15,112.41,13,101.69
2100,25,213.4,25,204.57,27,228.21,20,163.805,14,84.735
2101,11,98.065,16,136.095,12,133.365,11,117.67,7,64.905
2102,5,35.71,11,77.16,8,67.09,5,33.3,7,43.165
2103,5,39.64,6,48.17,14,148.11,9,82.42,9,67.58
2104,1,10.95,3,37.56,2,16.65,3,19.525,2,20.29
2105,1,5.11,3,26.44,2,14.34,3,18.7,1,10.4
2106,7,49.705,7,46.32,6,60.27,10,96.905,2,13.32
2107,8,70.16,8,81.84,15,168.205,12,93.415,3,26.95
2108,2,23.68,1,10.23,2,15.995,0,0,0,0
2109,0,0,0,0,0,0,0,0,0,0
2110,8,51.96,7,48.67,7,52.385,4,35.15,1,13.32
2111,7,55.15,9,79.205,8,69.66,8,73.57,4,28.75
2112,21,183.77,22,174.725,32,222.34,20,159.415,11,76.015
2113,16,124.53,27,294.305,16,121.88,21,144.98,8,46.94
2114,18,144.34,18,138.18,9,68.71,14,115.545,4,34.61
2115,7,57.35,7,53.29,5,36.78,5,41.38,2,13.32
2116,3,46.41,9,64.13,2,13.32,5,40.7,5,34.795
2117,18,150.08,19,167.28,21,143.465,9,60.51,9,64.69
2118,20,169.65,31,234.39,20,166.145,23,201.27,8,67.42
2119,7,48.42,15,123.71,17,143.49,20,153.54,2,13.32
2120,24,207.585,19,171.105,26,220.52,12,95.33,7,63.8
2121,23,177.79,24,207.44,21,219.25,25,187.73,8,63.46
2122,18,141.715,16,123.41,22,168.28,16,124.995,9,71.295
2123,0,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,1,39.6,0,0,0,0
2125,21,185.975,28,237.85,28,252.785,37,336.87,12,93.92
2126,29,233.62,38,304.59,30,227.785,34,288.11,8,61.21
2127,2,12.95,1,6.66,4,30.53,1,7.4,4,24.79
2128,2,20.12,1,39.96,1,70.2,0,0,0,0
2130,5,39.81,2,11.86,3,16.95,3,23.68,1,6.66
2131,4,26.64,6,41.29,8,52.91,4,59.74,5,33.195
2132,6,41.22,4,25.64,6,51.865,9,74.7,6,41.33
2133,7,42.42,6,54.52,6,39.95,5,34.78,3,23.31
2134,10,67.03,3,35.89,7,59.63,0,0,4,31.08
2135,10,176.145,8,91.72,13,107.05,15,127.305,8,80.14
2136,2,10.36,10,75.67,9,115.18,6,72.34,2,10.62
2137,11,82.42,14,126.07,27,232.745,12,94.32,8,57.5
2138,4,26.64,6,48.025,12,146.43,7,69.74,9,63.43
2140,3,28.17,1,6.6,2,12.96,0,0,0,0
2141,26,210.19,21,171.64,22,164.86,9,88.54,4,37
2142,10,75.42,15,128.85,16,162.99,8,62.56,1,6.66
2143,6,50.88,15,132.83,9,113.84,7,57.26,3,24.39
2144,13,165.86,15,220.93,22,199.36,22,223.465,4,34.41
2145,64,509.27,100,794.505,74,573.21,91,740.685,33,293.865
2146,24,182.445,21,160.67,23,191.29,13,89.91,10,62.445
2147,28,227.345,48,400.73,43,331.215,61,486.465,17,161.74
2148,73,531.75,90,704.65,86,837.625,67,592.35,29,223.66
2150,4,55.87,6,46.61,5,53.04,7,65.42,0,0
2151,16,140.4,14,113.325,25,222.64,26,220.52,7,75.64
2152,11,187.79,5,45.88,10,75.42,4,23.62,5,37.37
2153,73,595.255,120,988.15,101,769.385,88,760.995,36,311.365
2154,67,559.005,71,578.12,72,686.7,50,423.34,32,328.5
2155,155,"1,306.55",207,"1,765.17",160,"1,315.29",144,"1,244.41",72,592.465
2156,12,185.91,19,224.15,20,237.8,15,207.83,8,92.87
2157,4,33.06,7,106.24,2,16.65,3,34.35,2,20.61
2158,6,74.41,14,139.97,15,145.1,11,102.81,5,39.9
2159,7,92.5,5,35.58,6,71.27,9,74.63,2,14.06
2160,16,153.64,21,170,22,191.66,20,171.21,13,116.09
2161,23,216.725,28,250.15,23,248.185,22,180.44,6,49.4
2162,16,120.22,8,49.95,17,129.945,14,153.72,16,126.55
2163,4,45.94,11,175.18,10,110.1,7,138.32,1,9.9
2164,16,129.845,22,235.07,22,355.04,32,420.78,15,152.955
2165,21,156.35,28,207.12,23,208.29,31,235.19,24,196.46
2166,27,242.095,49,341.26,40,341.58,43,324.58,18,175.515
2167,8,69.375,16,120.34,11,75.045,14,100.735,3,21.4
2168,43,304.77,53,398.635,43,358.07,55,411.89,34,228.965
2170,114,988.74,119,"1,243.09",119,988.585,107,"1,067.87",62,534.905
2171,71,563.54,91,702.51,77,620.275,74,583.835,39,334.31
2172,6,58.33,4,39.04,8,54.95,5,45.01,0,0
2173,21,156.19,24,200.755,25,191.86,19,129.885,9,66.18
2174,38,293.65,36,289.945,34,250.47,26,242.03,15,146.945
2175,1,16.28,2,16.65,5,189.03,0,0,1,91.02
2176,69,539.195,71,559.09,76,639.68,82,767.54,40,343.03
2177,24,195.89,28,189.635,25,192.32,38,311.385,11,78.515
2178,4,149.85,6,101.14,5,58.83,7,96.94,1,22.5
2179,53,413.28,55,434.88,83,696.005,58,447.42,29,247.47
2190,16,195.445,19,244.94,21,281.59,22,214.51,8,58.8
2191,5,32.42,2,17.39,4,29.17,4,30.23,5,62.71
2192,9,79.18,5,42.12,3,23.99,8,57.51,3,19.24
2193,8,49.31,6,50.99,16,118.27,7,49.25,6,46.935
2194,6,49.28,8,98.82,6,46.72,3,19.92,6,59.34
2195,6,46.99,7,49.305,13,138.82,7,69.5,1,6.6
2196,19,145.4,25,206.81,26,262.99,20,163.3,6,52.7
2197,3,18.5,11,83.55,3,25.53,13,118.97,4,34.3
2198,7,55.8,5,42.27,10,83.73,3,16.22,2,23.31
2199,12,102.76,13,83.79,10,89.85,16,143.43,9,61.36
2200,28,316.995,27,337.84,29,401.45,18,146.455,17,173.405
2203,1,6.65,6,41.54,8,61.265,7,52.84,2,10.9
2204,6,45.37,10,161.64,11,72.615,11,78.205,10,83.29
2205,4,34.96,5,51.06,9,79.19,6,44.17,5,33.7
2206,5,35.77,7,54.67,11,96.075,13,100,3,26.41
2207,12,78.43,16,115.21,16,130.055,17,138.17,9,63.85
2208,10,71.55,9,63.95,13,90.99,5,30.99,7,56.55
2209,9,55.8,12,88.44,8,64.18,14,107.98,5,31.89
2210,16,148.12,30,290.485,31,260.86,26,274.545,10,77.93
2211,18,139.56,20,266.39,21,218.13,11,87.54,6,37
2212,24,177.455,23,198.015,13,106.09,14,119.37,12,84.83
2213,34,247.055,31,252.495,22,168.9,33,265.59,13,96.6
2214,8,79.8,6,145.77,11,95.79,9,64.8,3,24.22
2216,9,70.31,12,90.83,16,125.625,13,161.3,5,39.65
2217,10,57,10,104.02,16,150.52,13,118.455,5,42.64
2218,14,95.975,12,80.48,9,67.655,9,100.45,3,36.52
2219,12,95.01,11,97.34,11,103.43,6,73.28,4,32.01
2220,17,190.45,13,100.56,16,124.73,16,132.23,3,24.57
2221,27,178.2,16,124.98,16,168.205,19,158.1,2,19.36
2222,10,84.075,6,38.59,11,78.7,7,38.87,2,34.3
2223,15,109.405,13,92.57,19,142.43,12,94.58,12,99.34
2224,9,63.96,10,74.685,17,164.535,14,105.88,4,41.69
2225,6,51.56,4,35.695,9,82.915,4,45.33,1,8.14
2226,11,85.08,16,114.495,13,103.61,11,85.015,5,38.75
2227,9,68.66,9,115.01,15,126.405,14,117.52,7,49.73
2228,11,99.49,21,164.87,19,141.66,15,146.815,7,47.35
2229,20,184.7,33,283.645,22,175.07,17,144.22,10,76.2
2230,12,110.83,21,177.5,32,374.17,27,226.52,12,112.405
2231,3,24.15,3,19.82,9,154.06,2,18.65,4,28.86
2232,29,235.93,28,317.115,26,206.96,35,242.46,6,50.31
2233,26,213.92,32,259.1,35,301.61,27,208.6,19,157.53
2234,39,300.805,51,421.86,61,535.72,45,408.315,21,168.935
2250,63,474.43,88,727.205,103,916.295,68,527.36,58,424.765
2251,32,249.81,44,335.72,56,461.205,36,311.775,23,184.72
2256,22,257.465,22,175.465,25,198.815,15,121.27,18,109.74
2257,28,189.815,44,320.93,31,252.985,36,281.125,17,117.17
2258,6,51.22,8,83.09,5,41.34,4,41.07,2,13.29
2259,75,648.52,112,954.585,114,986.705,143,"1,188.53",62,543.11
2260,18,272.885,33,289.84,41,316.88,29,247.11,12,108.04
2261,57,460.435,76,597.2,82,634.015,98,785.85,44,327.22
2262,20,149.8,40,289.865,47,337,44,407.605,19,124.815
2263,29,215.35,38,248.26,35,249.825,45,263.13,13,102.71
2264,18,167.74,32,302.11,20,182.835,27,216.04,13,104.81
2265,12,110.65,17,146.42,15,135.11,19,167.12,13,116.47
2267,2,12.6,7,46.78,3,20.35,4,36.57,0,0
2278,5,49.31,6,51.925,3,23.25,6,40.46,3,25.16
2280,23,165.13,43,363.255,38,314.52,49,391.62,32,260.88
2281,12,100.57,32,232.27,26,191.555,26,178.59,19,129.005
2282,13,99.475,28,217.71,21,174.59,25,206.51,16,156.62
2283,30,228.79,35,277.91,29,227.355,34,241.845,20,124.57
2284,24,201.51,23,170.32,21,214.41,19,131.73,10,73.91
2285,41,301.45,58,440.035,49,403.41,46,392.185,34,230.18
2286,6,45.945,5,30.04,5,36.98,6,39.5,3,22.11
2287,32,260.855,55,437.56,76,563.32,70,455.665,27,175.67
2289,19,136.72,27,192.725,26,193.236,25,201.89,12,89.33
2290,28,194.9,49,414.76,60,462.2,43,456.82,13,95.25
2291,12,102.64,19,165.35,19,183.07,8,62.71,6,32.58
2292,3,19.24,3,34.8,4,21.8,3,21.09,3,53.11
2293,3,11.36,1,11.56,3,18.35,1,7.77,1,8.88
2294,1,6.66,1,3.7,1,13.32,1,5.18,2,15.08
2295,8,61.26,18,140.28,13,90.74,19,143.835,8,65.38
2296,2,11.32,0,0,1,6.29,0,0,1,6.63
2297,0,0,5,31.88,1,7.4,3,20.35,1,5.94
2298,8,53.26,10,74.135,7,49.73,10,65.82,11,81.15
2299,8,62.47,9,81.68,17,115.25,13,100.34,3,24.79
2300,5,18.12,4,27.62,7,92.14,4,23.68,1,3.7
2302,0,0,1,46.8,0,0,0,0,0,0
2303,6,44.69,14,97.46,5,46.56,9,66.68,8,57.09
2304,13,118.42,16,137.485,18,255.06,15,160.995,8,60.98
2305,16,106.69,19,132.475,12,81.48,21,151.29,8,61.305
2306,0,0,1,6.66,0,0,2,15.4,1,5.18
2307,4,27.75,5,32.73,3,21.415,3,9.99,8,34.43
2308,0,0,0,0,0,0,0,0,0,0
2311,1,7.77,3,19.86,1,6.65,0,0,0,0
2312,2,16.22,4,40.95,3,21.83,2,13.23,1,9.99
2315,20,157.47,36,264.27,35,232.145,28,228.64,12,94.7
2316,11,44.56,19,153.2,17,77.68,12,64.66,12,88.64
2317,8,62.24,7,49.32,10,77.51,5,37.68,6,38.43
2318,20,144.52,48,328.08,23,201.93,24,218.06,9,81.67
2319,14,117.71,9,66.48,17,110.95,17,129.99,12,91.52
2320,55,512.1,88,758.96,81,717.805,61,548.64,33,299.68
2321,45,336.29,53,430.79,43,446.86,57,491.65,19,149.43
2322,39,337.74,58,429.51,45,462.175,48,421.215,23,228.68
2323,18,143.76,74,505.26,46,461.98,40,337.07,21,118.19
2324,32,248.435,45,333.32,74,397.675,40,295.84,14,105.62
2325,36,352.99,45,491.235,44,404.755,50,400.68,18,135.72
2326,13,103.75,13,92.84,14,112.16,13,108.89,4,25.37
2327,6,43.23,7,71.63,14,86.85,12,87.93,2,13.69
2328,0,0,10,85.255,5,49.42,6,93.91,1,10.23
2329,2,16.65,0,0,3,38.05,1,6.66,1,5.92
2330,28,268.27,39,301.87,35,351.84,37,366.09,13,107.95
2333,12,101.67,22,175.97,20,180.515,23,204.23,12,101.11
2334,4,32.43,7,58.55,8,68.97,6,58.23,5,47.3
2335,10,84.81,21,168.41,15,132.31,14,110.04,7,57.87
2336,4,32.43,2,22.57,7,68.16,3,25.2,1,6.6
2337,11,86.74,3,19.43,14,105.74,10,99.5,3,20.29
2338,1,4.44,3,114.48,10,71.08,1,6.66,1,6.65
2339,0,0,2,13.92,0,0,2,12.58,0,0
2340,46,459.525,84,628.4,76,545.62,72,552.44,32,247.31
2341,0,0,0,0,3,18.44,0,0,1,13.2
2342,0,0,1,13.32,0,0,1,6.66,0,0
2343,2,12.39,9,58.64,8,59.755,13,105.06,3,19.74
2344,0,0,1,9.9,1,6.6,0,0,1,6.66
2345,0,0,1,6.27,2,12.96,1,9.25,0,0
2346,3,43.66,4,25.79,2,18.33,2,13.32,0,0
2347,4,41.025,1,6.6,4,32.58,8,46.62,2,13.26
2350,50,375.16,39,306.02,34,248.7,27,200.66,13,111.21
2352,2,10.225,4,30.85,2,6.73,4,18.33,2,17.22
2353,0,0,5,35.88,0,0,0,0,0,0
2354,4,29.035,1,6.66,3,13.2,5,55.13,1,5.55
2355,1,12.21,1,7.77,1,6.66,1,8.51,0,0
2356,1,6.6,0,0,0,0,0,0,0,0
2357,4,34.38,4,21.23,9,36.3,7,62.16,5,32.25
2358,7,52.735,5,42.19,2,13.98,3,14.34,5,40.525
2359,4,39.66,2,13.26,2,14.11,1,9.99,0,0
2360,19,128.99,24,159.84,48,339.42,15,94.66,6,90.395
2361,1,6.66,1,12,2,13.32,0,0,0,0
2365,16,122.325,3,31.33,7,74.34,4,67.16,1,7.77
2369,0,0,0,0,3,22.61,1,6.65,1,4.2
2370,6,41.64,11,90.96,20,137.47,16,125.27,2,13.26
2371,0,0,0,0,9,59.24,2,11.83,0,0
2372,5,24.42,6,46.18,7,59.25,6,42.11,1,9.99
2379,0,0,0,0,1,13.2,1,6.66,0,0
2380,20,145.35,10,72.51,10,78.8,13,88.705,6,50.27
2381,0,0,0,0,2,13.32,8,54,0,0
2382,1,6.6,4,26.64,0,0,3,19.92,3,9.99
2386,0,0,0,0,0,0,0,0,0,0
2387,0,0,0,0,0,0,0,0,0,0
2388,1,6.6,11,83.95,3,33.3,0,0,3,34.42
2390,6,44.28,32,264.7,12,72.69,11,87.71,5,24.97
2395,1,8.88,0,0,4,26.64,2,15.9,1,6.65
2396,0,0,1,6.6,1,25.2,0,0,2,11.83
2397,0,0,0,0,0,0,0,0,0,0
2398,0,0,0,0,0,0,0,0,0,0
2399,0,0,2,26.64,0,0,0,0,0,0
2400,2,13.32,14,100.09,16,147.49,12,134.31,13,63.14
2401,0,0,1,9.9,1,5.18,0,0,0,0
2402,2,14.19,1,10.15,4,33.12,2,14.43,1,13.32
2403,0,0,1,9.99,5,32.93,1,6.66,1,13.32
2404,1,6.6,2,10.08,1,6.66,4,29.97,2,13.31
2405,0,0,0,0,2,12.36,1,6.6,0,0
2406,1,6.66,2,13.32,0,0,0,0,1,6.66
2408,0,0,0,0,1,11.1,0,0,0,0
2409,0,0,0,0,0,0,0,0,0,0
2410,0,0,0,0,0,0,0,0,0,0
2411,0,0,0,0,0,0,0,0,0,0
2415,0,0,0,0,0,0,1,9.99,0,0
2420,2,15.54,6,49.21,5,29.59,5,68.01,1,3.96
2421,1,8.51,4,25.71,7,52.69,5,50.05,3,29.54
2422,7,32.08,6,53.08,12,121.08,21,184,3,19.24
2423,4,22.41,1,6.66,5,58,7,43.28,3,23.7
2424,0,0,0,0,0,0,2,8.64,0,0
2425,6,62.49,1,9.25,2,21,7,55.83,3,24.79
2426,2,13.31,3,25.28,2,14.52,3,19.92,0,0
2427,14,91.74,10,67.34,18,113.15,8,63.8,6,39.96
2428,27,180.84,33,228.315,38,284.6,44,311.92,29,189.15
2429,32,239.03,18,111.05,19,127.94,17,135.34,5,33.58
2430,52,372.9,71,458.815,56,455.72,60,569.17,21,155.185
2431,17,111.48,12,85.4,13,81.64,13,89.235,9,59.88
2439,10,62.16,10,66.4,14,104.83,8,47,5,29.42
2440,24,168.14,41,273.08,47,360.19,33,249.04,18,125.97
2441,5,37.01,6,39.12,9,79.19,8,77.68,7,49.63
2443,8,68.465,18,128.81,15,93.03,14,73.98,2,11.84
2444,71,525.365,104,751.32,93,682.015,59,435.365,50,389.155
2445,11,75.81,17,93.575,17,101.08,15,110.86,2,13.32
2446,23,159.74,27,190.75,27,207.93,26,244.69,11,114.11
2447,8,56.19,12,84.23,10,88.72,12,92.9,11,96.39
2448,11,109.62,12,79.83,12,71.07,8,57.69,8,47.735
2449,2,9.62,7,47.61,2,13.32,3,22.14,2,13.38
2450,70,475.26,91,715.605,67,476.69,84,587.405,28,242.7
2452,18,130.18,23,166.51,24,199.475,21,145.7,9,58.74
2453,4,26.55,1,9.1,1,4.44,1,6.66,3,18.13
2454,9,62.31,11,71.1,10,77.85,8,58.94,3,21.46
2455,5,41.05,4,29.18,3,19.35,12,80.6,5,34.84
2456,23,173.92,36,230.17,24,170.65,28,207.185,13,102.23
2460,41,283.47,53,385.97,69,592.745,61,551.675,22,154.73
2462,5,36.57,4,28.9,6,47.75,5,25.88,3,26.62
2463,8,50.39,15,118.53,21,171.89,22,177.7,8,60.25
2464,4,24.05,10,70.06,18,205.24,14,114.18,8,65.945
2465,0,0,0,0,0,0,2,17.87,0,0
2466,0,0,2,13.32,6,55.44,5,32.76,1,6.66
2469,6,38.37,7,48.63,12,79.29,11,80.94,3,21.01
2470,24,182.185,29,200.03,47,340.27,36,264.99,17,138.08
2471,4,20.44,6,37.815,3,29.92,5,32.34,1,6.66
2472,1,9.9,10,71.44,4,26.21,3,17.325,0,0
2473,4,24.33,6,43.51,4,27.5,5,36.7,6,36.09
2474,9,84.48,15,143.32,18,145.88,15,94.35,6,43.54
2475,0,0,1,6.6,0,0,0,0,0,0
2476,0,0,0,0,1,10.36,2,17.14,0,0
2477,16,117.15,36,238.73,32,264.17,21,163.18,14,102.04
2478,34,244.345,60,418.005,66,536.29,53,385.235,41,328.1
2479,10,82.08,7,57.77,14,129.09,14,144.035,8,51.37
2480,74,563.555,117,832.49,87,624.405,79,576.345,46,388.51
2481,19,155.6,31,234.07,29,229.08,20,174.94,21,154.775
2482,9,77.8,15,99.13,9,159.86,12,103.9,4,37.34
2483,28,263.415,37,295.47,15,112.12,19,140.145,10,63.7
2484,32,242.61,41,320.63,42,307.075,41,380.185,16,137.67
2485,20,136.595,21,138.97,20,155.21,11,84.7,16,128.55
2486,45,359.285,60,476.57,75,633.09,67,596.73,51,371.78
2487,25,206.475,29,245.89,37,299.27,33,284.96,26,194.43
2488,3,23.68,13,95.11,7,43.31,8,54.35,5,33.98
2489,13,87.55,17,125.26,14,95.46,11,86.26,8,56.88
2490,1,6.6,1,6.66,3,22.17,1,6.6,1,3.3
2500,18,138.77,25,184.935,26,195.405,28,244.385,12,101.26
2502,13,75.73,21,137.155,18,149.23,14,101.75,4,25.76
2505,5,32.96,8,57.01,9,63.56,6,51,2,13.29
2506,9,51.54,10,74.38,21,198.8,5,35.49,5,35.49
2508,7,54.845,10,79.7,15,110.51,9,70.74,5,27.35
2515,7,44.435,17,106,20,124.455,17,139.9,6,44.49
2516,8,69.185,8,64.28,14,129.185,17,125.89,4,33.27
2517,18,139.01,15,92.35,23,172.59,12,87.62,7,43.225
2518,19,147.705,18,125.395,25,224.92,18,128.92,8,53.92
2519,20,156.09,15,113.02,18,124.855,26,222.385,12,80.17
2520,0,0,0,0,0,0,0,0,0,0
2525,12,93.51,29,210.3,29,203.8,16,105.07,10,96.87
2526,28,261.33,33,232.68,33,260.19,24,174.77,11,84.09
2527,36,260.59,70,528.49,54,435.9,42,351.9,26,219.405
2528,20,126.055,31,200.81,38,231.7,23,185.41,11,79.89
2529,27,194.38,53,388.805,71,581.88,37,309.34,22,174.23
2530,64,504.38,73,487.215,69,525.335,60,425.53,24,179.6
2533,25,169.29,37,262.4,39,277.015,26,200.66,20,169.41
2534,8,66.28,7,39.65,13,102.325,7,54.03,10,77.715
2535,9,61.67,13,114.22,23,186.5,25,213.515,7,50.045
2536,19,120.98,36,261.17,38,383.195,32,212.725,38,186.44
2537,9,57.6,22,124.685,29,293.72,25,168.595,19,98.46
2538,2,15.62,5,34.92,7,49.93,4,23.28,3,37.74
2539,30,204.44,62,468.325,63,533.465,57,409.035,18,130.79
2540,80,632.375,119,910.145,112,891.325,115,919.41,42,317.255
2541,30,222.905,54,454.7,52,399.95,40,360.065,16,158.17
2545,1,4.44,2,6.3,2,10.85,0,0,3,26.58
2546,6,30.96,16,101.98,20,121.76,17,110.69,13,86.87
2548,4,30.16,16,92.94,9,46.12,10,51.41,8,49.39
2549,4,27.21,8,62.67,7,46.5,9,64.64,4,20.62
2550,15,86.95,27,191.15,24,205.78,48,333.42,12,79.635
2551,3,16.56,6,50.91,4,25.84,8,54.3,2,13.23
2552,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,0,0,0,0,0
2556,3,23.82,2,19.86,2,21.09,1,13.2,0,0
2557,47,356.05,51,442.81,44,396.66,33,248.23,20,157.175
2558,17,114.28,33,218.235,25,181.51,27,184.39,10,56.59
2559,3,24.36,4,34.04,2,12.58,6,68.08,2,17.39
2560,111,849.6,115,"1,003.55",128,"1,052.31",182,"1,233.76",77,544.68
2563,0,0,0,0,0,0,0,0,0,0
2564,12,84.83,24,169.02,16,125.23,24,160.145,24,111.97
2565,82,680.785,87,785.985,82,710.105,68,605.475,24,201.83
2566,52,413.48,69,496.95,58,465.43,63,384.81,24,265.56
2567,74,610.36,94,758.135,83,753.05,62,473.47,32,237.475
2568,1,11.1,0,0,1,6.66,2,28.08,0,0
2569,1,6.6,2,16.65,1,13.32,3,28.89,1,16.28
2570,135,"1,061.38",132,"1,145.28",136,"1,216.83",121,"1,176.53",40,380.6
2571,23,246.475,17,132.15,25,286.57,31,333.72,14,117.55
2572,8,64.6,8,75.92,5,37.74,16,148.97,4,26.64
2573,8,79.16,9,101.52,5,36.26,16,134.695,8,60.06
2574,15,131.585,8,76.64,15,117.74,16,130.2,7,74.61
2575,27,205.54,23,185.385,26,230.68,28,226.39,10,81.21
2576,16,111.36,11,80.8,15,160.41,20,165.775,11,107.545
2577,19,175.3,35,254.76,36,287.325,33,328.285,16,121.585
2578,3,20.78,1,6.66,6,38.36,10,74.03,6,50.5
2579,6,46.74,12,92.91,10,107.06,16,114.185,4,33.21
2580,39,285.06,55,422.89,43,359.675,44,354.185,14,106.28
2581,0,0,11,106.15,5,42.68,7,49.16,0,0
2582,19,145.16,18,184.68,23,194.9,20,167.1,12,78.38
2583,1,6.6,4,24.68,5,57.6,5,40.14,3,21.64
2584,0,0,0,0,2,13.32,2,13.26,0,0
2585,0,0,0,0,0,0,0,0,0,0
2586,3,19.82,4,26.58,5,36.94,4,28.92,1,13.2
2587,2,18.48,6,45.94,5,46.27,4,33.24,2,16.45
2588,0,0,1,6.66,1,13.32,0,0,0,0
2590,13,74.67,9,54.74,23,168.91,58,201.83,9,55.23
2594,13,105.405,23,170.17,19,195.92,19,176.4,8,54.13
2600,5,45.32,9,154.835,7,141.24,7,181.21,3,21.83
2601,0,0,0,0,3,97.06,0,0,0,0
2602,28,222.38,27,258.395,41,283.07,25,190.84,21,193.31
2603,4,29.01,13,233.66,10,179.21,8,101.43,7,74.48
2604,1,7.77,6,63.26,3,26.12,13,116.06,3,19.88
2605,14,105.89,8,92.58,11,88.19,10,80.14,7,75.09
2606,3,18.7,17,137.51,7,72.09,2,25.1,2,21.46
2607,4,38.82,16,151.06,11,103.68,18,120.93,9,65.92
2609,1,6.48,0,0,1,39.6,1,29.6,0,0
2611,37,338.165,46,386.66,32,289.01,38,297.25,21,167.35
2612,7,45.17,5,37.93,7,53.21,8,67.98,2,18.96
2614,22,152.71,30,249.58,27,220.61,15,108.15,14,139.8
2615,52,358.16,53,418.87,80,621.02,67,513.61,33,238.675
2616,0,0,0,0,0,0,0,0,0,0
2617,20,150.73,35,342.36,32,232.98,27,236.71,19,161.04
2618,3,122.1,5,39.9,1,11.84,3,36.4,1,13.3
2619,12,114.97,27,258.7,20,176.79,23,209.65,10,85.23
2620,48,369.39,83,872.37,68,562.34,49,370.82,45,344.13
2621,8,59.16,22,181.64,17,143.76,8,61.465,6,43.06
2622,4,17.97,12,81.49,8,69.86,10,62.37,4,26.58
2623,1,5.28,0,0,0,0,0,0,0,0
2624,0,0,0,0,0,0,0,0,1,7.4
2625,0,0,0,0,0,0,0,0,0,0
2626,2,13.2,0,0,0,0,0,0,0,0
2627,7,70.77,7,47.39,13,93.07,11,90.34,3,38.24
2628,0,0,6,36.33,3,25.7,11,84.98,1,39.6
2629,2,103.6,1,19.24,3,16.67,1,6.6,0,0
2630,4,26.745,12,153.495,18,126.14,7,43.81,3,28.5
2631,1,3.3,2,19.96,2,19.86,0,0,0,0
2632,3,26.58,9,51.18,7,39.05,4,31.8,1,8.14
2633,0,0,0,0,0,0,1,6.93,0,0
2640,51,397.97,53,510.975,83,685.895,62,501.795,32,277.76
2641,19,134.68,23,198.17,31,256.85,19,146.1,20,97.48
2642,6,73.04,9,69.39,25,209.885,8,56.22,4,34.325
2643,6,45.89,9,65.23,7,62.975,6,37.47,2,15.54
2644,2,13.25,3,26.15,5,41.46,3,17.07,1,6.66
2645,1,1.375,1,6.29,0,0,1,4.44,1,5.18
2646,5,63.42,14,100.07,9,85.66,10,60.17,7,55.75
2647,2,13.26,5,39.66,2,16.23,3,18.81,2,13.26
2648,4,33.55,5,37.36,4,37.68,2,21.38,5,42.31
2649,0,0,0,0,0,0,0,0,0,0
2650,40,241.64,247,"1,252.84",338,"1,611.97",117,774.035,85,317.74
2651,3,22.45,2,13.26,7,37.89,2,12.52,2,16.65
2652,5,39.755,8,69.48,10,97.27,11,76.555,1,9.99
2653,6,26.08,6,32.44,8,73.31,5,29.33,2,14.06
2655,0,0,4,42.08,2,17.01,0,0,0,0
2656,2,12.58,1,9.9,3,24.97,4,27.51,2,13.32
2658,0,0,0,0,2,15.54,1,6.66,1,6.66
2659,0,0,1,6.66,1,9.9,2,16.56,1,6.5
2660,1,9.9,4,29.19,5,38.545,2,16.49,3,21.46
2663,2,9.9,1,6.6,11,81.51,11,69.415,4,16.63
2665,1,5.11,2,31.86,1,9.9,8,53.5,1,6.66
2666,4,37.72,4,40.33,10,91.155,3,20.18,3,31.08
2668,0,0,0,0,1,6.66,0,0,0,0
2669,3,23.68,1,13.32,2,28.86,4,29.94,1,21.6
2671,2,15.84,0,0,7,133.85,24,117.575,2,6.66
2672,3,50.23,0,0,0,0,0,0,0,0
2675,1,24.42,5,119.06,1,13.32,3,20.56,0,0
2678,0,0,0,0,0,0,0,0,0,0
2680,22,234.535,35,392.88,36,379.715,25,263.92,11,87.4
2681,0,0,0,0,1,6.66,3,51.8,1,18.4
2700,6,45.79,11,119.315,2,18.65,2,13.32,1,6.66
2701,5,49.39,3,24.91,7,140.88,3,19.52,1,4.84
2702,1,5.18,1,8.14,0,0,1,6.66,0,0
2703,2,13.32,2,13.23,1,33.3,2,17.06,0,0
2705,11,98.26,12,87.43,31,283.645,12,132.845,5,90.7
2706,1,6.6,2,20.2,9,48.01,3,45.44,0,0
2707,0,0,0,0,0,0,2,13.32,12,34.89
2710,19,163.5,19,140.25,27,236.42,26,369.78,3,14.65
